state_fips,state_abbr,senator_code,senator_party,senator_axis,senator_dir,total_weighted_respondents,n_finalists,fc_pct_CON,fc_pct_CON_hi_id,fc_pct_CON_hi_pc,fc_pct_CON_lo_id,fc_pct_CON_lo_pc,fc_pct_CUP,fc_pct_CUP_hi_pc,fc_pct_CUP_lo_pc,fc_pct_DSA,fc_pct_DSA_hi_id,fc_pct_DSA_lo_id,fc_pct_LBR,fc_pct_LBR_hi_id,fc_pct_LBR_hi_pc,fc_pct_LBR_hi_so,fc_pct_LBR_lo_id,fc_pct_LBR_lo_pc,fc_pct_LBR_lo_so,fc_pct_LIB,fc_pct_LIB_hi_pc,fc_pct_LIB_lo_pc,fc_pct_NAT,fc_pct_NAT_hi_id,fc_pct_NAT_lo_id,fc_pct_OAO,fc_pct_POP,fc_pct_POP_hi_id,fc_pct_POP_hi_pc,fc_pct_POP_lo_id,fc_pct_POP_lo_pc,fc_pct_PRG,fc_pct_STY,fc_pct_STY_hi_id,fc_pct_STY_hi_pc,fc_pct_STY_hi_so,fc_pct_STY_lo_id,fc_pct_STY_lo_pc,fc_pct_STY_lo_so
15,HI,LBR_hi_so,LBR,so,hi,131.63,5,0.0,11.283,0.502,4.674,5.365,0.0,0.472,1.06,0.0,0.0,3.902,0.0,0.555,4.298,5.538,3.436,1.82,8.892,9.058,4.484,3.964,0.0,2.909,1.872,9.931,0.316,4.556,2.078,1.598,0.183,1.131,0.0,0.69,0.288,0.963,3.57,0.452,0.16
16,ID,CON_hi_pc,CON,pc,hi,208.18,5,0.0,2.791,18.861,4.621,2.61,0.177,6.998,0.782,0.0,3.887,2.497,0.0,2.706,0.0,2.432,0.323,0.287,4.872,2.126,2.113,2.914,0.269,1.631,9.854,2.659,0.0,0.121,2.335,9.419,1.857,4.587,0.0,0.109,0.626,0.671,3.792,0.461,0.614
17,IL,LBR_lo_so,LBR,so,lo,944.67,5,0.24,5.502,5.01,5.295,7.431,0.297,2.76,4.645,0.453,1.999,3.702,0.111,2.005,0.579,3.506,3.509,1.555,3.988,3.564,1.826,6.18,0.0,5.654,1.953,6.083,0.01,2.241,0.672,1.377,2.773,8.01,0.132,0.284,0.75,0.847,3.898,0.335,0.825
18,IN,CON_hi_pc,CON,pc,hi,627.3,5,0.122,8.14,6.773,5.017,5.585,0.436,4.446,3.728,0.045,1.913,2.675,0.0,3.064,0.685,2.433,2.389,1.51,3.569,3.119,1.903,2.649,1.062,1.704,9.912,4.421,0.233,1.215,2.164,3.882,0.733,5.817,0.256,1.275,0.863,0.394,4.105,0.993,0.771
19,IA,CON_lo_id,CON,id,lo,282.22,5,0.0,2.389,7.863,7.543,4.434,0.51,6.679,3.742,0.0,1.664,5.624,0.0,0.893,0.818,2.038,6.678,1.001,2.639,1.282,2.419,2.945,1.14,1.057,10.724,5.765,0.002,3.039,0.745,5.311,0.451,4.072,0.061,2.243,1.797,0.309,1.345,0.45,0.327
20,KS,STY_lo_id,STY,id,lo,236.73,5,0.252,3.716,13.207,5.857,8.647,0.721,2.966,2.267,0.0,0.948,5.859,0.0,0.73,0.875,2.632,0.795,0.49,4.273,8.715,2.281,1.476,0.327,1.876,5.934,1.528,0.471,1.231,4.247,0.897,0.804,6.886,0.048,1.532,0.338,0.169,4.234,1.18,1.593
21,KY,STY_lo_id,STY,id,lo,442.45,5,0.116,3.762,9.846,5.72,5.879,1.626,5.507,1.887,0.158,2.23,2.271,1.163,2.208,2.232,1.831,2.929,1.033,5.374,1.677,1.603,2.583,0.658,3.604,9.497,4.769,0.0,1.92,0.747,3.688,1.375,3.875,0.728,0.434,2.238,2.124,2.118,0.171,0.42
22,LA,CON_hi_pc,CON,pc,hi,314.11,5,0.0,6.02,11.033,5.272,5.611,0.187,2.98,7.09,0.007,1.472,1.882,0.0,1.01,1.478,4.204,4.076,0.558,0.5,1.605,1.575,2.52,0.0,1.807,11.078,4.226,0.0,0.46,1.518,2.576,0.922,6.253,0.471,2.998,1.573,0.475,3.365,2.919,0.279
23,ME,LBR_hi_so,LBR,so,hi,158.09,5,0.0,4.993,4.963,4.413,3.215,1.351,2.468,5.252,0.0,3.839,3.747,0.0,0.901,1.118,3.746,4.334,1.993,2.683,4.29,2.7,4.367,0.095,5.925,1.336,5.423,0.0,2.886,2.399,5.811,2.044,9.557,0.0,0.218,2.336,0.426,0.834,0.338,0.0
24,MD,LBR_hi_so,LBR,so,hi,496.49,5,0.089,4.626,3.477,5.204,3.79,0.578,1.839,3.274,0.095,0.164,3.441,0.0,1.516,1.269,5.739,4.356,2.463,4.238,3.821,2.508,4.032,0.0,4.148,3.087,5.993,0.094,2.868,1.572,1.915,1.061,12.218,0.141,0.497,4.008,0.865,2.981,0.401,1.63
25,MA,LBR_hi_so,LBR,so,hi,517.85,5,2.14,4.52,5.948,2.343,6.178,0.036,1.454,1.864,0.244,1.876,6.642,0.0,1.179,0.602,5.29,4.661,1.78,5.102,3.631,2.547,6.043,0.304,3.367,3.904,4.75,0.094,0.851,1.239,3.125,1.028,11.485,0.0,1.645,0.837,0.944,1.039,0.213,1.096
26,MI,LBR_hi_so,LBR,so,hi,861.93,5,0.927,4.385,9.656,5.6,4.852,1.149,2.552,2.8,0.368,1.655,4.621,0.0,1.909,0.807,3.619,2.596,1.452,3.515,3.459,3.005,2.758,0.101,6.458,6.001,3.794,0.0,2.841,1.569,3.811,1.57,7.053,0.018,0.411,1.676,0.504,1.298,0.675,0.538
27,MN,CON_lo_id,CON,id,lo,474.38,5,0.196,2.965,6.605,5.098,4.316,0.284,2.457,2.796,0.0,0.724,3.449,0.015,0.837,0.634,1.316,2.55,4.255,3.412,4.038,5.647,4.699,0.0,7.076,2.298,6.978,0.132,3.696,2.199,1.142,2.449,13.388,0.362,0.245,0.665,0.873,1.808,0.077,0.319
28,MS,CON_lo_pc,CON,pc,lo,257.3,5,0.039,4.859,7.122,5.61,6.002,0.843,4.74,5.21,0.403,1.453,2.693,0.0,2.778,3.28,3.18,1.927,0.64,2.496,0.0,0.041,1.3,0.482,4.406,6.735,5.202,0.0,1.956,2.618,3.327,0.34,1.145,0.958,2.932,4.014,3.595,2.738,2.066,2.872
29,MO,LBR_hi_id,LBR,id,hi,590.32,5,0.22,4.599,9.39,7.223,4.48,0.603,3.801,2.677,0.158,1.888,5.542,0.0,4.95,0.55,2.784,2.4,1.823,3.719,3.157,1.704,2.042,0.96,2.734,8.445,2.857,0.0,1.044,1.947,2.062,2.58,4.11,0.0,2.133,1.307,1.979,2.212,1.055,0.864
30,MT,STY_lo_id,STY,id,lo,166.21,5,0.0,3.551,13.605,5.734,1.07,0.484,5.066,1.513,0.0,2.224,2.281,0.0,1.384,0.395,4.26,1.216,2.395,1.64,2.937,7.592,3.89,1.941,1.456,12.911,1.387,0.0,0.299,0.383,1.617,2.42,4.813,0.0,4.286,0.263,0.679,4.878,0.517,0.917
31,NE,LBR_hi_id,LBR,id,hi,181.96,5,0.196,6.006,4.972,7.512,5.261,3.254,6.242,2.968,0.0,2.622,6.271,0.0,3.88,0.0,1.086,1.505,2.145,5.692,2.12,1.947,1.687,0.316,4.916,4.622,2.626,0.0,0.0,2.688,4.002,2.598,3.904,0.0,2.127,1.977,0.669,3.357,0.208,0.624
32,NV,LBR_lo_so,LBR,so,lo,445.23,5,0.223,7.568,6.355,1.696,7.683,0.095,2.942,2.447,0.0,2.593,3.13,0.0,4.593,0.803,1.339,3.717,3.456,5.423,2.742,4.46,1.958,0.189,7.145,2.776,4.257,0.0,4.532,0.841,0.721,2.508,5.849,0.328,1.877,0.875,0.427,2.178,0.373,1.902
33,NH,LBR_lo_id,LBR,id,lo,172.32,5,0.376,2.534,4.423,6.105,4.642,0.552,1.921,0.894,0.0,3.871,7.866,0.143,0.464,3.52,1.846,4.609,3.347,4.295,4.406,2.533,2.491,0.0,4.247,1.544,10.138,0.0,0.561,1.726,3.452,0.0,11.294,0.247,0.827,0.959,0.195,3.848,0.125,0.0
34,NJ,LBR_lo_so,LBR,so,lo,754.13,5,0.022,5.962,6.459,3.783,5.693,0.524,2.732,6.583,0.132,0.643,6.287,0.001,1.576,0.968,3.857,1.028,1.864,4.788,4.092,2.841,4.472,0.1,6.514,2.705,4.613,0.316,1.88,0.273,1.984,2.156,9.153,0.062,0.489,0.55,0.46,2.963,1.01,0.462
35,NM,LBR_lo_pc,LBR,pc,lo,254.05,5,0.0,4.491,7.371,4.293,5.345,0.0,1.408,5.769,0.0,0.486,4.909,0.0,0.899,3.143,7.41,2.259,5.22,3.486,2.192,3.12,3.983,0.2,5.477,1.727,2.777,0.0,0.993,1.898,0.315,4.931,6.96,0.03,0.625,2.067,0.556,0.828,2.682,2.15
36,NY,LBR_lo_id,LBR,id,lo,1474.01,5,0.123,4.533,3.538,4.108,7.315,0.222,2.625,6.378,0.17,3.237,4.123,0.112,3.217,0.532,4.654,3.581,1.362,3.576,2.892,2.887,4.339,0.24,4.318,3.005,4.089,0.058,1.993,1.779,2.865,0.765,8.943,0.023,1.506,1.667,0.931,2.669,1.072,0.554
37,NC,STY_lo_id,STY,id,lo,923.66,5,0.676,4.631,8.172,5.727,8.792,0.302,2.563,3.141,0.003,2.782,2.727,0.0,1.927,0.626,4.274,1.747,1.608,2.55,2.181,1.539,3.597,0.961,4.475,5.527,4.72,0.0,4.111,1.076,2.652,1.432,7.716,0.06,1.453,0.702,0.561,2.6,1.049,1.34
38,ND,LBR_lo_pc,LBR,pc,lo,69.85,5,0.0,13.066,9.186,2.001,1.997,0.0,10.702,7.184,0.0,0.0,2.871,0.0,1.046,0.226,2.906,0.821,8.181,2.437,2.005,3.744,0.594,0.0,0.0,2.823,5.093,0.714,0.535,0.0,10.87,0.169,5.06,0.0,0.215,1.089,0.0,4.267,0.0,0.198
39,OH,CON_lo_id,CON,id,lo,1088.0,5,0.074,5.139,7.552,9.641,5.816,0.26,4.038,4.606,0.157,2.085,4.166,0.014,3.185,0.751,2.6,1.628,1.646,2.29,2.702,2.418,2.642,0.553,2.021,8.877,3.606,0.085,1.615,1.817,2.528,2.736,4.25,0.138,1.628,1.662,0.581,2.942,1.388,0.164
40,OK,STY_lo_id,STY,id,lo,383.37,5,0.707,3.842,12.736,6.584,5.309,0.058,4.164,3.966,0.0,3.882,2.492,0.0,2.182,0.042,0.876,2.588,1.33,1.837,2.143,5.575,0.775,0.0,2.254,10.96,5.49,0.0,0.664,2.745,3.79,4.518,1.836,0.0,1.301,1.46,0.061,2.672,1.082,0.079
41,OR,LBR_lo_so,LBR,so,lo,581.6,5,0.122,5.021,4.318,2.304,3.444,0.377,2.49,1.48,0.125,3.31,5.93,0.0,2.637,1.28,2.051,2.772,1.423,4.716,3.108,4.471,5.777,0.207,10.576,3.591,2.526,0.0,3.148,0.952,1.499,0.799,15.921,0.114,0.343,0.312,1.007,0.732,0.595,0.524
42,PA,LBR_hi_so,LBR,so,hi,1425.4,5,0.156,6.371,6.709,4.58,7.891,0.298,3.293,3.178,0.178,1.694,4.13,0.023,2.037,0.523,4.008,4.346,1.736,3.379,3.71,3.94,2.462,0.211,5.213,3.509,4.331,0.025,3.172,0.831,1.902,1.684,9.072,0.107,1.543,0.824,0.945,0.806,0.883,0.298
44,RI,LBR_hi_so,LBR,so,hi,105.79,5,0.288,2.782,3.061,3.476,10.881,0.0,0.704,2.859,0.0,3.632,5.457,0.0,1.623,1.183,5.296,5.159,2.159,5.665,3.848,2.756,7.761,0.0,2.574,3.658,3.35,0.0,0.332,0.237,2.381,4.293,8.436,0.0,0.895,1.666,3.074,0.513,0.0,0.0
45,SC,LBR_lo_id,LBR,id,lo,455.02,5,0.373,5.902,8.698,6.788,5.763,0.421,3.882,2.917,0.004,4.183,3.744,0.0,2.745,0.566,4.143,2.978,2.941,3.042,3.424,0.77,3.454,0.731,5.355,5.94,2.737,0.0,1.741,0.834,4.69,0.876,2.096,0.0,2.095,1.199,1.287,1.476,1.737,0.468
46,SD,STY_hi_pc,STY,pc,hi,87.75,5,0.0,2.206,10.037,5.935,5.73,4.02,2.432,2.789,0.0,2.357,3.391,0.0,0.408,0.522,0.761,2.479,3.524,3.586,0.915,4.278,2.177,0.0,2.471,10.036,6.729,0.0,1.345,0.0,2.809,0.48,3.737,1.181,0.341,8.32,1.172,2.976,0.855,0.0
47,TN,CON_lo_pc,CON,pc,lo,725.47,5,0.233,3.637,10.753,10.216,8.95,1.24,3.332,2.693,0.026,1.958,4.164,0.0,2.91,0.509,1.45,0.842,1.43,0.787,1.774,1.061,1.558,1.353,0.996,13.947,4.994,0.001,1.759,0.775,2.11,3.354,2.815,0.051,1.319,0.962,1.485,2.895,0.185,1.476
48,TX,LBR_hi_id,LBR,id,hi,2159.35,5,0.359,4.688,6.872,7.453,6.583,0.598,4.911,4.366,0.137,3.824,3.613,0.0,3.94,1.117,2.56,2.059,1.384,3.248,1.996,2.899,2.082,0.744,2.175,6.414,4.367,0.141,0.907,1.581,1.996,1.532,2.499,0.431,1.55,1.753,1.863,3.673,1.905,1.779
49,UT,LBR_lo_so,LBR,so,lo,280.61,5,0.304,4.025,3.122,5.548,3.764,1.186,4.077,3.552,0.0,4.403,4.839,0.181,1.09,0.971,0.921,5.184,2.899,6.278,2.358,1.546,1.965,0.861,3.332,7.116,2.456,1.204,1.571,2.035,4.903,1.724,3.864,0.0,0.906,3.488,0.161,3.14,3.1,1.928
50,VT,LBR_lo_so,LBR,so,lo,74.3,5,0.0,2.034,0.797,5.785,4.945,0.0,1.563,4.794,0.0,1.351,5.085,0.0,0.364,0.414,1.319,2.457,4.088,4.215,3.292,4.134,2.585,0.0,0.0,3.764,8.647,0.0,0.598,1.956,0.822,1.535,29.741,0.0,0.39,0.0,0.518,2.808,0.0,0.0
51,VA,LBR_lo_so,LBR,so,lo,850.61,5,1.136,3.853,7.036,4.86,5.99,0.402,3.463,3.539,0.054,1.606,5.443,0.0,2.769,0.755,4.109,3.478,1.237,4.719,2.844,2.844,3.118,0.551,4.247,6.152,2.87,0.02,1.479,1.32,2.093,1.072,8.63,0.154,1.048,1.266,1.096,3.294,1.045,0.407
53,WA,LBR_lo_so,LBR,so,lo,799.43,5,0.187,3.981,4.589,2.555,5.614,1.593,1.735,3.515,0.21,1.601,7.197,0.331,1.924,1.381,4.537,1.686,2.353,4.107,4.767,2.206,5.145,0.0,8.74,1.476,4.179,0.0,3.487,0.966,0.731,1.375,13.179,0.022,0.892,0.157,0.64,1.747,0.085,1.111
54,WV,STY_hi_so,STY,so,hi,217.18,5,0.0,5.249,11.254,6.483,9.498,0.014,2.851,3.234,0.0,3.874,0.712,0.0,3.563,0.287,6.439,6.289,0.907,0.408,3.781,0.446,1.866,0.882,1.431,4.886,3.004,0.036,0.495,1.265,8.777,0.792,2.241,0.0,0.791,0.31,4.41,2.248,1.276,0.0
55,WI,LBR_hi_so,LBR,so,hi,624.17,5,0.128,9.108,6.249,4.53,7.167,0.456,1.299,3.907,0.222,1.153,4.562,0.001,2.671,1.931,2.385,2.651,1.282,3.221,2.832,2.606,2.964,0.092,5.873,4.612,5.083,0.045,2.186,1.322,2.197,1.617,8.904,0.029,1.105,1.903,1.891,1.372,0.169,0.273
56,WY,POP_lo_id,POP,id,lo,62.57,5,1.261,3.477,8.343,12.694,5.297,4.625,8.188,0.0,0.0,0.0,0.825,0.0,4.03,1.15,0.0,0.635,0.8,3.832,3.209,7.099,1.252,0.0,0.0,8.188,5.668,0.0,0.0,0.0,7.493,0.107,1.614,2.279,0.835,5.947,0.0,1.15,0.0,0.0
