pid3,ideo5,inputstate,commonpostweight,govt_trust_imputed,FS_F1,FS_F2,FS_F3,FS_F4_resid,cluster,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5,prob_cluster_6,prob_cluster_7,prob_cluster_8,prob_cluster_9
3.0,4.0,45.0,0.0001277004237352,0,1.1186928235143132,-0.3176554364753379,-0.901382611795029,0.1697016332616303,2,0.21329604792064152,3.007230095411086e-09,0.7834889218906486,0.0032138221599753653,2.5473006320131955e-60,1.205021504397693e-06,2.4190915858469916e-40,0.0,4.307762142429347e-35,1.206076206793764e-23
1.0,2.0,26.0,0.727025921506796,0,-1.4413930279355698,-0.4308820203897767,1.1150787370351805,0.1524069163680271,4,7.090375112175783e-26,0.0038801385809318707,4.9471193785543175e-205,0.006657126524968365,0.9490791919967148,4.2923796093732384e-12,5.7925008848596065e-18,0.007736549516961104,0.03264699337613165,4.4027118023926625e-62
1.0,2.0,42.0,0.0172652271875969,0,-1.1275665842471276,-0.3339920031169424,0.6024045638073493,-0.110149010084934,4,1.063547990995855e-21,0.004103940837966299,4.3049501003005074e-155,0.0006991449447912706,0.8618481426445609,1.2700882625745583e-09,5.870590426065905e-10,5.191471830041967e-12,0.13334876971034282,1.1914609471983755e-40
1.0,3.0,4.0,0.2239028812910668,0,-1.5716008167486637,-1.4970497738463766,-0.6716486562056074,-0.3090262851391956,4,4.0395831699843635e-37,0.0030357801138351775,1.0863397689336072e-193,0.005254649558751166,0.8451454991478785,1.6789826135984012e-18,1.5383154703283805e-16,0.08959802917935002,0.056966042000184756,4.649192927634255e-56
1.0,2.0,4.0,0.0001108037711122,0,-1.3698771028313614,-0.2775739216891022,0.1169885076308128,-0.0031183803157861,7,6.044143566658918e-29,0.01540293515865012,5.2145707667830094e-182,0.001214750341608512,0.11007293924255018,1.376278351171924e-14,9.94801560277709e-15,0.49546777056761887,0.37784160468954847,3.6239095421004734e-52
3.0,1.0,41.0,1.338810497348719,0,-1.6101130923894664,-1.0337685340028642,0.2712615978713766,0.2421909773781521,7,7.105171945756622e-35,0.0006505561577876125,4.596165495570059e-214,0.000348095070694466,0.1706317488309624,1.2334569248855346e-18,3.6711017164930613e-22,0.821170369658198,0.00719923028235761,3.578955821606502e-69
2.0,5.0,47.0,0.0003857230980972,0,0.3506924712351911,0.3085506628740583,-0.0415847553728849,-0.4113361628047802,0,0.4235292085559848,0.21456799400589222,4.056754794711566e-18,0.24844052603711111,1.917223482432446e-18,0.10988986157990062,4.838077082795331e-08,3.232651571216656e-188,3.361835485279179e-09,0.0035723580785050027
3.0,3.0,11.0,0.7250238590341614,0,-1.477516169523258,-0.1268856424331732,-0.2121911002868723,0.4073909927845381,8,8.31797589696134e-32,0.4216615029744097,2.2281455254236815e-191,0.023095137383560425,4.4583172557407196e-05,1.1769074078404604e-17,1.4138235004021151e-18,0.03572203083189317,0.5194767456375791,3.4015583821079085e-60
2.0,4.0,21.0,0.835187034515306,1,0.7655746205409341,0.524916640690038,-1.724955814600042,0.2038528504971129,2,0.1254945305573271,1.72561662521571e-11,0.6895963244798347,0.0980182606110463,9.949990552662911e-87,0.08689088433453578,5.49298987902779e-40,1.900288090355875e-255,3.7508780487646186e-39,2.4609956923793977e-26
1.0,2.0,1.0,0.6686009483088667,0,-0.96703424645674,1.165810090160916,-0.2637697737028667,-0.2138805254206874,1,2.910416096374479e-21,0.9460187465902047,4.786284774681586e-133,0.01597742570782624,7.207931959587172e-18,6.995856221659433e-11,1.2686067975854845e-10,5.2406238101075186e-11,0.03800382745274324,1.514488650742415e-34
