state_fips,state_abbr,senator_code,senator_party,senator_axis,senator_dir,total_weighted_respondents,n_finalists,fc_pct_CON,fc_pct_CON_hi_es,fc_pct_CON_hi_pc,fc_pct_CON_lo_es,fc_pct_CON_lo_pc,fc_pct_CUP,fc_pct_CUP_hi_pc,fc_pct_CUP_lo_pc,fc_pct_DSA,fc_pct_DSA_hi_es,fc_pct_DSA_lo_es,fc_pct_LBR,fc_pct_LBR_hi_es,fc_pct_LBR_hi_pc,fc_pct_LBR_hi_so,fc_pct_LBR_lo_es,fc_pct_LBR_lo_pc,fc_pct_LBR_lo_so,fc_pct_LIB,fc_pct_LIB_hi_pc,fc_pct_LIB_lo_pc,fc_pct_NAT,fc_pct_NAT_hi_es,fc_pct_NAT_lo_es,fc_pct_OAO,fc_pct_POP,fc_pct_POP_hi_es,fc_pct_POP_hi_pc,fc_pct_POP_lo_es,fc_pct_POP_lo_pc,fc_pct_PRG,fc_pct_STY,fc_pct_STY_hi_es,fc_pct_STY_hi_pc,fc_pct_STY_hi_so,fc_pct_STY_lo_es,fc_pct_STY_lo_pc,fc_pct_STY_lo_so
33,NH,LBR_lo_es,LBR,es,lo,187.71,5,0.373,2.518,4.358,6.134,4.615,0.578,1.994,0.936,0.0,3.902,7.87,0.146,0.475,3.635,1.889,4.729,3.367,4.387,4.236,2.436,2.403,0.0,4.092,1.488,10.057,0.0,0.579,1.78,3.56,0.0,10.715,0.285,0.955,1.107,0.225,4.035,0.144,0.0
34,NJ,LBR_lo_so,LBR,so,lo,822.14,5,0.022,5.961,6.369,3.807,5.684,0.548,2.738,6.613,0.132,0.648,6.247,0.001,1.615,1.017,3.92,1.041,1.898,4.881,3.931,2.73,4.299,0.097,6.3,2.605,4.573,0.326,1.937,0.281,2.037,2.23,8.677,0.072,0.565,0.632,0.531,3.387,1.116,0.533
35,NM,LBR_hi_so,LBR,so,hi,280.89,5,0.0,4.417,7.208,4.308,5.233,0.0,1.452,5.972,0.0,0.482,4.852,0.0,0.906,3.167,7.441,2.262,5.26,3.512,2.076,2.956,3.773,0.19,5.199,1.649,2.714,0.0,1.009,1.928,0.32,5.066,6.506,0.034,0.711,2.352,0.633,0.924,3.04,2.447
36,NY,LBR_hi_so,LBR,so,hi,1614.08,5,0.121,4.488,3.486,4.086,7.24,0.231,2.658,6.437,0.171,3.25,4.084,0.114,3.33,0.543,4.7,3.637,1.374,3.582,2.766,2.762,4.154,0.23,4.143,2.882,4.036,0.06,2.044,1.82,2.949,0.786,8.44,0.026,1.731,1.868,1.056,2.894,1.185,0.636
37,NC,STY_lo_es,STY,es,lo,1012.28,5,0.668,4.584,8.008,5.73,8.734,0.314,2.662,3.178,0.003,2.787,2.68,0.0,1.985,0.675,4.295,1.777,1.629,2.571,2.085,1.471,3.441,0.921,4.286,5.295,4.654,0.0,4.214,1.102,2.714,1.472,7.276,0.069,1.64,0.806,0.623,2.925,1.19,1.533
38,ND,POP_lo_es,POP,es,lo,76.88,5,0.0,12.85,8.991,1.97,1.961,0.0,10.979,7.142,0.0,0.0,2.864,0.0,1.059,0.259,2.942,0.831,8.282,2.468,1.908,3.563,0.565,0.0,0.0,2.692,5.0,0.729,0.546,0.0,11.094,0.173,4.752,0.0,0.246,1.18,0.0,4.727,0.0,0.226
39,OH,POP_lo_pc,POP,pc,lo,1194.53,5,0.073,5.085,7.405,9.549,5.752,0.269,4.158,4.686,0.157,2.092,4.097,0.015,3.235,0.763,2.607,1.638,1.67,2.322,2.578,2.307,2.52,0.528,1.932,8.489,3.549,0.087,1.652,1.859,2.588,2.825,4.001,0.158,1.865,1.869,0.665,3.199,1.566,0.188
40,OK,CON_lo_pc,CON,pc,lo,420.51,5,0.698,3.804,12.426,6.538,5.261,0.06,4.192,4.104,0.0,3.887,2.478,0.0,2.253,0.043,0.884,2.586,1.345,1.866,2.046,5.324,0.74,0.0,2.157,10.492,5.409,0.0,0.68,2.811,3.915,4.709,1.73,0.0,1.493,1.669,0.07,3.018,1.221,0.091
41,OR,LBR_lo_es,LBR,es,lo,628.28,5,0.122,5.075,4.289,2.313,3.466,0.398,2.602,1.524,0.127,3.364,5.945,0.0,2.727,1.344,2.09,2.854,1.461,4.814,3.013,4.335,5.602,0.201,10.291,3.49,2.527,0.0,3.273,0.99,1.547,0.831,15.232,0.133,0.399,0.336,1.173,0.828,0.679,0.61
42,PA,LBR_hi_so,LBR,so,hi,1552.75,5,0.155,6.339,6.62,4.602,7.866,0.312,3.406,3.217,0.179,1.721,4.114,0.023,2.09,0.538,4.078,4.322,1.776,3.399,3.568,3.788,2.368,0.203,5.028,3.383,4.296,0.026,3.27,0.857,1.972,1.725,8.607,0.123,1.782,0.944,1.067,0.891,0.999,0.344
44,RI,LBR_hi_so,LBR,so,hi,115.38,5,0.286,2.761,3.024,3.463,10.853,0.0,0.736,2.94,0.0,3.657,5.344,0.0,1.703,1.208,5.396,5.183,2.206,5.688,3.695,2.647,7.453,0.0,2.477,3.521,3.319,0.0,0.342,0.244,2.452,4.422,7.995,0.0,1.032,1.817,3.547,0.592,0.0,0.0
45,SC,POP_lo_es,POP,es,lo,500.9,5,0.367,5.812,8.485,6.71,5.668,0.436,3.987,2.948,0.004,4.172,3.699,0.0,2.789,0.595,4.175,2.971,2.977,3.063,3.258,0.733,3.287,0.697,5.106,5.67,2.687,0.0,1.777,0.851,4.779,0.904,1.968,0.0,2.394,1.37,1.472,1.669,1.985,0.535
46,SD,STY_hi_pc,STY,pc,hi,96.71,5,0.0,2.166,9.772,5.854,5.663,4.158,2.515,2.801,0.0,2.349,3.279,0.0,0.413,0.528,0.769,2.506,3.538,3.603,0.87,4.098,2.088,0.0,2.353,9.558,6.598,0.0,1.371,0.0,2.976,0.49,3.505,1.348,0.389,9.134,1.338,3.112,0.857,0.0
47,TN,CON_lo_pc,CON,pc,lo,795.13,5,0.23,3.592,10.561,10.142,8.853,1.289,3.414,2.744,0.026,1.962,4.166,0.0,2.959,0.554,1.469,0.848,1.446,0.795,1.695,1.014,1.489,1.296,0.954,13.357,4.924,0.001,1.811,0.794,2.161,3.431,2.654,0.058,1.514,1.083,1.621,3.192,0.205,1.695
48,TX,STY_lo_es,STY,es,lo,2391.97,5,0.351,4.592,6.66,7.325,6.442,0.615,4.994,4.41,0.136,3.792,3.538,0.0,3.977,1.126,2.562,2.071,1.385,3.255,1.887,2.742,1.971,0.705,2.061,6.082,4.26,0.143,0.921,1.603,2.035,1.586,2.331,0.49,1.754,1.908,2.101,4.038,2.129,2.021
49,UT,POP_lo_es,POP,es,lo,310.87,5,0.298,3.934,3.044,5.463,3.676,1.22,4.148,3.6,0.0,4.364,4.741,0.182,1.095,0.98,0.908,5.203,2.916,6.308,2.23,1.462,1.858,0.816,3.162,6.742,2.395,1.221,1.593,2.063,4.972,1.7,3.605,0.0,1.028,3.863,0.181,3.334,3.504,2.19
50,VT,LBR_lo_so,LBR,so,lo,79.86,5,0.0,2.006,0.802,5.826,5.014,0.0,1.658,4.914,0.0,1.38,5.002,0.0,0.377,0.429,1.354,2.547,4.216,4.322,3.208,4.028,2.519,0.0,0.0,3.675,8.693,0.0,0.625,2.045,0.863,1.604,28.598,0.0,0.457,0.0,0.607,3.229,0.0,0.0
51,VA,STY_lo_es,STY,es,lo,929.96,5,1.124,3.819,6.93,4.847,5.938,0.419,3.529,3.61,0.054,1.613,5.341,0.0,2.864,0.769,4.173,3.542,1.242,4.792,2.724,2.725,2.989,0.529,4.078,5.908,2.837,0.021,1.52,1.356,2.151,1.103,8.158,0.177,1.207,1.402,1.261,3.592,1.186,0.469
53,WA,STY_lo_es,STY,es,lo,869.82,5,0.186,3.974,4.538,2.553,5.582,1.669,1.809,3.633,0.212,1.616,7.249,0.339,2.055,1.417,4.623,1.715,2.385,4.137,4.589,2.123,4.955,0.0,8.445,1.427,4.15,0.0,3.6,0.997,0.755,1.427,12.519,0.025,1.032,0.17,0.74,1.971,0.099,1.285
54,WV,STY_hi_so,STY,so,hi,241.03,5,0.0,5.123,10.86,6.355,9.434,0.015,2.849,3.217,0.0,3.833,0.69,0.0,3.855,0.288,6.424,6.327,0.911,0.41,3.569,0.421,1.766,0.834,1.355,4.621,2.925,0.037,0.501,1.281,8.933,0.848,2.087,0.0,0.896,0.351,5.0,2.537,1.447,0.0
55,WI,LBR_hi_so,LBR,so,hi,681.71,5,0.127,9.064,6.166,4.51,7.101,0.476,1.345,4.011,0.224,1.159,4.532,0.001,2.727,1.99,2.42,2.693,1.302,3.248,2.716,2.499,2.843,0.088,5.644,4.433,5.029,0.046,2.249,1.36,2.256,1.661,8.426,0.033,1.269,2.154,2.179,1.524,0.179,0.315
56,WY,CUP_hi_pc,CUP,pc,hi,68.52,5,1.246,3.437,8.185,12.546,5.259,4.813,8.34,0.0,0.0,0.0,0.827,0.0,4.1,1.17,0.0,0.646,0.814,3.793,3.069,6.789,1.198,0.0,0.0,7.848,5.593,0.0,0.0,0.0,7.692,0.11,1.523,2.619,0.96,6.1,0.0,1.321,0.0,0.0
