state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_LBR,inc_CUP,inc_LIB,inc_STY,inc_NAT,inc_PRG,inc_DSA
53,WA,LIB_1,LIB,14.26,0.0,2.6,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0
53,WA,POP_1,POP,7.01,1.59,0.0,0.0,0.0,1.47,0.0,1.15,10.91,0.0,0.0
53,WA,PRG_1,PRG,13.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87
54,WV,CON_1,CON,22.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,WV,CUP_1,CUP,11.34,0.87,4.54,0.0,1.59,0.0,1.16,0.0,0.0,0.0,0.0
54,WV,LBR_1,LBR,13.76,0.0,2.06,0.0,0.0,0.0,7.87,0.0,0.0,0.0,0.0
54,WV,NAT_1,NAT,12.06,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,WV,STY_1,STY,11.44,0.51,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79
55,WI,CON_1,CON,23.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,WI,LBR_1,LBR,12.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82
55,WI,LIB_1,LIB,10.86,0.0,1.67,0.0,0.0,0.5,0.0,0.0,0.0,9.14,0.0
55,WI,NAT_1,NAT,11.66,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,WI,POP_1,POP,8.79,5.07,0.0,0.0,0.0,0.57,0.0,5.91,0.0,0.0,0.0
56,WY,CON_1,CON,30.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,WY,CON_2,CON,0.0,11.88,0.0,0.0,0.0,0.0,0.0,0.0,10.21,0.0,0.0
56,WY,CUP_1,CUP,7.4,2.84,2.41,0.98,1.79,0.0,0.0,0.72,0.0,0.0,0.0
56,WY,LIB_1,LIB,13.28,0.0,0.87,0.0,6.13,0.0,0.0,0.0,0.0,1.61,0.0
56,WY,POP_1,POP,17.13,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0
