state_fips,state_abbr,senator_code,senator_label,senator_party,senator_type,primary_cluster,secondary_cluster,total_weighted_respondents,n_candidates_in_race,n_finalists,finalist_CON_1_pct,finalist_CON_2_pct,finalist_CUP_1_pct,finalist_DSA_1_pct,finalist_STY_1_pct,finalist_LBR_1_pct,finalist_LIB_1_pct,finalist_NAT_1_pct,finalist_POP_1_pct,finalist_LIB_2_pct,finalist_PRG_1_pct,finalist_LBR_2_pct,finalist_OAO_1_pct
23,ME,LIB_1,LIB_1,LIB,pure,4,,174.54,24,5,24.3307,,,9.0663,,17.6922,28.6447,,20.266,,,,
24,MD,LBR_1,LBR_1,LBR,pure,1,,551.51,22,5,24.9915,,,,9.981,26.1694,25.2977,,13.5604,,,,
25,MA,LBR_1,LBR_1,LBR,pure,1,,570.5,23,5,28.2528,,,,,28.587,18.7934,,11.8524,,12.5144,,
26,MI,CON_1,CON_1,CON,pure,0,,952.02,20,5,34.6682,,8.6653,,,21.8492,19.5397,,15.2776,,,,
27,MN,CON_1,CON_1,CON,pure,0,,520.97,23,5,22.6554,,,,,20.0487,33.113,10.4163,13.7666,,,,
28,MS,STY_1,STY_1,STY,pure,2,,292.11,19,5,34.5048,,,,22.6805,20.1577,,,10.1931,,,,12.4639
29,MO,CON_1,CON_1,CON,pure,0,,658.56,21,5,38.6707,,10.4725,,16.1979,21.1745,13.4844,,,,,,
30,MT,LBR_1,LBR_1,LBR,pure,1,,183.76,22,5,23.9498,,,,14.0564,18.308,20.2959,23.3898,,,,,
31,NE,LBR_1,LBR_1,LBR,pure,1,,203.53,22,5,26.9227,,13.9616,,,27.664,13.8298,,17.6218,,,,
32,NV,LBR_1,LBR_1,LBR,pure,1,,495.45,21,5,31.2465,,,,11.886,21.2202,20.8877,,14.7596,,,,
33,NH,LBR_1,LBR_1,LBR,pure,1,,190.04,22,5,27.579,,,,,34.211,12.8227,,12.7363,,12.651,,
34,NJ,LBR_1,LBR_1,LBR,pure,1,,832.62,22,5,28.7764,,,,7.8158,22.8658,26.7577,,13.7843,,,,
35,NM,LBR_1,LBR_1,LBR,pure,1,,284.72,21,5,27.5449,,15.4357,,12.2607,26.6483,18.1104,,,,,,
36,NY,LBR_1,LBR_1,LBR,pure,1,,1634.83,23,5,26.3649,,,,11.1137,26.2449,23.8769,,12.3996,,,,
37,NC,CON_1,CON_1,CON,pure,0,,1025.09,23,5,37.1077,,,,11.6371,17.8702,19.058,,14.3269,,,,
38,ND,CON_1,CON_1,CON,pure,0,,77.94,22,5,29.4392,,15.8773,,,22.3976,16.9462,,15.3396,,,,
39,OH,CON_1,CON_1,CON,pure,0,,1209.75,22,5,35.7824,,12.9502,,,21.4961,15.2531,,14.5181,,,,
40,OK,CON_1,CON_1,CON,pure,0,,425.73,23,5,25.2053,,24.3975,,23.599,,,17.7353,9.0629,,,,
41,OR,LIB_1,LIB_1,LIB,pure,4,,635.96,23,5,22.8697,,,,,25.5566,17.5911,16.8323,,,17.1503,,
42,PA,LBR_1,LBR_1,LBR,pure,1,,1572.7,22,5,36.0706,,9.0836,,11.1908,18.8756,24.7794,,,,,,
44,RI,LBR_1,LBR_1,LBR,pure,1,,116.88,24,5,26.4744,,,,8.1553,24.2925,30.4239,,10.6539,,,,
45,SC,CON_1,CON_1,CON,pure,0,,507.32,21,5,28.4672,,,,13.0965,33.5266,,13.5816,11.3282,,,,
46,SD,CON_1,CON_1,CON,pure,0,,97.9,22,5,20.2693,,20.4009,,17.3462,27.2942,,14.6894,,,,,
47,TN,CON_1,CON_1,CON,pure,0,,804.73,20,5,40.4282,0.0,,,18.749,22.916,,17.9068,,,,,
48,TX,LBR_1,LBR_1,LBR,pure,1,,2422.19,22,5,24.9385,,16.2753,,19.6851,28.2465,,10.8546,,,,,
49,UT,LBR_1,LBR_1,LBR,pure,1,,315.03,22,5,25.8953,,11.276,,12.0242,36.3614,,,14.4431,,,,
50,VT,LBR_1,LBR_1,LBR,pure,1,,80.79,23,5,27.7723,,,,,20.8896,15.2454,,6.2371,,29.8556,,
51,VA,LBR_1,LBR_1,LBR,pure,1,,942.1,22,5,35.3002,,9.3092,,12.5551,22.1056,20.7299,,,,,,
53,WA,LBR_1,LBR_1,LBR,pure,1,,880.58,22,5,32.9582,,11.1855,,,27.1078,15.64,,,,13.1084,,
54,WV,STY_1,STY_1,STY,pure,2,,244.15,21,5,36.8224,,15.4732,,16.6446,23.0937,,,7.9662,,,,
55,WI,LBR_1,LBR_1,LBR,pure,1,,690.45,22,5,34.749,,,,8.2062,22.4871,20.9707,,13.587,,,,
56,WY,POP_1,POP_1,POP,pure,5,,69.47,21,5,40.2041,0.0,12.6961,,,,21.2272,,25.8726,,,,
