state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_STY,inc_LBR,inc_CUP,inc_LIB,inc_DSA,inc_PRG,inc_NAT
53,WA,LBR_1,LBR,13.12,1.9,0.6,1.67,2.43,0.0,0.0,0.0,0.0,0.0,0.0
53,WA,LIB_1,LIB,14.07,0.0,1.79,0.0,0.0,0.88,0.0,0.0,7.59,0.0,0.0
53,WA,PRG_1,PRG,13.05,0.0,0.0,0.0,0.0,0.0,1.43,2.34,0.87,0.0,0.0
54,WV,CON_1,CON,21.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.79
54,WV,CUP_1,CUP,11.44,0.82,4.47,0.0,0.0,4.67,0.0,1.14,0.0,0.0,0.0
54,WV,LBR_1,LBR,13.94,0.0,2.03,0.0,0.62,0.0,0.0,7.67,0.0,0.0,0.0
54,WV,POP_1,POP,7.92,1.44,0.0,0.0,0.0,2.93,5.47,0.0,0.0,0.0,0.0
54,WV,STY_1,STY,12.02,0.0,1.89,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0
55,WI,CON_1,CON,22.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34
55,WI,LBR_1,LBR,12.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0
55,WI,LIB_1,LIB,10.7,0.0,3.56,0.0,0.0,0.0,0.51,0.0,0.0,8.99,0.0
55,WI,POP_1,POP,8.96,5.06,0.0,0.0,5.62,0.0,0.58,0.0,0.0,0.0,4.13
55,WI,STY_1,STY,6.29,0.99,4.54,0.0,0.0,0.55,2.76,7.2,0.0,0.0,0.0
56,WY,CON_1,CON,29.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,WY,CON_2,CON,0.0,11.72,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,10.02
56,WY,CUP_1,CUP,7.5,3.66,2.38,1.3,0.76,5.5,0.0,0.0,0.0,0.0,0.0
56,WY,LIB_1,LIB,13.05,0.0,0.86,0.0,0.0,8.87,0.0,0.0,0.0,1.57,0.0
56,WY,POP_1,POP,17.43,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0
