state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_OAO,inc_LIB,inc_POP,inc_LBR,inc_NAT,inc_PRG,inc_DSA,inc_CUP,inc_STY,inc_CON
30,MT,LBR_1,LBR,11.51,0.0,2.52,0.0,0.0,0.0,0.0,3.44,0.0,0.0,0.0
30,MT,LIB_1,LIB,15.76,1.0,0.0,0.0,0.0,0.0,4.67,0.0,0.0,0.0,0.0
30,MT,NAT_1,NAT,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,NE,CON_1,CON,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,NE,CUP_1,CUP,12.23,0.78,0.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,NE,LBR_1,LBR,14.07,0.86,0.0,0.0,0.0,0.0,0.0,6.24,0.0,0.0,0.0
31,NE,LIB_1,LIB,8.27,1.19,0.0,0.0,0.0,0.0,2.91,1.54,0.0,0.0,0.0
31,NE,NAT_1,NAT,11.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,NV,CON_1,CON,21.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,NV,LBR_1,LBR,16.15,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0
32,NV,LIB_1,LIB,11.59,2.55,0.0,0.0,0.0,0.0,5.76,0.0,0.68,0.0,0.0
32,NV,NAT_1,NAT,12.57,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,NV,STY_1,STY,7.68,0.0,0.0,4.02,0.0,0.0,0.0,1.56,0.0,0.0,0.0
33,NH,CON_1,CON,12.3,0.0,0.0,1.69,0.0,3.03,0.0,0.0,2.3,0.0,0.0
33,NH,DSA_1,DSA,11.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,NH,LBR_1,LBR,16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0
33,NH,OAO_1,OAO,13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,NH,PRG_1,PRG,12.63,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,NJ,CON_1,CON,18.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,NJ,LBR_1,LBR,12.31,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,1.82,0.0
34,NJ,LIB_1,LIB,15.02,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,NJ,NAT_1,NAT,11.21,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,NJ,PRG_1,PRG,10.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,CON_1,CON,19.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,CUP_1,CUP,11.13,1.73,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,LBR_1,LBR,21.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,LIB_1,LIB,10.6,1.01,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0
