variable,domain,type,stat_label,question,overall,PRG_dsa,DSA_prg,DSA_lib,LIB_dsa,LIB_sd,SD_lib,SD_sty,STY_sd,STY_ctr,CTR_sty,CTR_con,CON_ctr,CON_ref,REF_con,REF_nat,NAT_ref
CC24_341a,Taxes & Economy,binary,% Supporting,Extend the 2017 tax cuts,62.9096,15.1592,25.3952,29.6463,32.1635,36.1757,45.6949,51.1999,58.1955,63.6997,73.2165,78.1389,83.389,83.2531,77.5949,79.3242,90.1702
CC24_341b,Taxes & Economy,binary,% Supporting,Raise corporate income tax from 21% to 28%,57.6828,95.585,90.2931,88.9687,90.2873,88.6567,82.4459,74.9882,58.8257,53.3605,53.1272,50.2053,41.6725,37.7804,34.6365,28.2046,12.0526
CC24_341c,Taxes & Economy,binary,% Supporting,Allow rates on $400k+ earners to rise to 35%,65.3484,99.9274,99.7097,99.3106,98.3311,95.6816,88.7124,80.8589,64.2673,59.4014,61.3953,60.1541,54.4368,49.6244,40.9046,31.9093,13.6433
CC24_341d,Taxes & Economy,binary,% Supporting,Spend $150B/yr on infrastructure,80.4546,98.7165,96.2848,95.8666,97.0435,96.0902,92.0532,86.7419,74.8447,72.6362,77.9077,79.4156,78.6677,74.9851,64.6853,59.9733,56.1371
CC24_302,Taxes & Economy,ordinal,Weighted mean,Household income change past year (1=Increased a lot … 5=Decreased a lot),3.1199,2.8008,2.9771,2.9658,2.7556,2.7383,2.8963,2.992,3.1211,3.1373,3.057,3.0816,3.2358,3.3153,3.3996,3.4517,3.5237
CC24_302,Taxes & Economy,ordinal_dist,% Increased a lot,Household income change past year (1=Increased a lot … 5=Decreased a lot),3.03,4.86,3.36,3.264,4.476,4.704,4.176,3.856,3.424,3.798,5.352,4.928,2.102,1.284,1.656,1.65,1.26
CC24_302,Taxes & Economy,ordinal_dist,% Increased somewhat,Household income change past year (1=Increased a lot … 5=Decreased a lot),19.74,32.842,27.088,27.146,33.074,33.19,27.61,24.588,21.102,19.562,18.428,16.854,13.266,11.99,11.75,10.624,7.486
CC24_302,Taxes & Economy,ordinal_dist,% Stayed same,Household income change past year (1=Increased a lot … 5=Decreased a lot),50.26,46.266,46.914,47.714,49.466,49.952,49.658,49.036,47.464,47.886,50.724,52.34,54.35,53.322,48.228,46.994,48.386
CC24_302,Taxes & Economy,ordinal_dist,% Decreased somewhat,Household income change past year (1=Increased a lot … 5=Decreased a lot),16.15,9.398,13.742,13.484,8.366,7.87,11.5,13.518,15.942,16.602,16.158,16.882,19.498,20.7,21.69,22.354,23.356
CC24_302,Taxes & Economy,ordinal_dist,% Decreased a lot,Household income change past year (1=Increased a lot … 5=Decreased a lot),10.82,6.626,8.894,8.392,4.618,4.282,7.048,8.992,12.058,12.144,9.336,8.996,10.784,12.702,16.668,18.37,19.51
CC24_303,Taxes & Economy,ordinal,Weighted mean,Price change past year (1=Increased a lot … 5=Decreased a lot),1.6116,2.0297,1.83,1.8156,1.9723,1.9852,1.8674,1.8112,1.7605,1.7019,1.5768,1.4932,1.3675,1.3375,1.3734,1.3468,1.2315
CC24_303,Taxes & Economy,ordinal_dist,% Increased a lot,Price change past year (1=Increased a lot … 5=Decreased a lot),55.11,27.676,39.304,39.94,30.22,29.522,37.148,41.656,47.554,51.208,56.272,61.164,70.776,73.692,72.828,74.758,81.412
CC24_303,Taxes & Economy,ordinal_dist,% Increased somewhat,Price change past year (1=Increased a lot … 5=Decreased a lot),32.57,48.64,43.03,43.07,48.8,49.168,44.542,40.928,34.712,32.606,32.504,30.25,23.59,21.192,20.658,19.22,15.44
CC24_303,Taxes & Economy,ordinal_dist,% Stayed same,Price change past year (1=Increased a lot … 5=Decreased a lot),8.87,17.018,13.172,12.582,14.658,14.748,12.942,12.488,12.932,12.102,9.168,7.188,4.182,3.372,3.948,3.666,2.244
CC24_303,Taxes & Economy,ordinal_dist,% Decreased somewhat,Price change past year (1=Increased a lot … 5=Decreased a lot),2.95,6.38,4.34,4.286,6.164,6.382,5.158,4.498,3.742,2.97,1.41,0.924,1.026,1.164,1.476,1.284,0.396
CC24_303,Taxes & Economy,ordinal_dist,% Decreased a lot,Price change past year (1=Increased a lot … 5=Decreased a lot),0.5,0.292,0.148,0.114,0.156,0.18,0.21,0.43,1.06,1.116,0.654,0.482,0.428,0.58,1.09,1.072,0.508
CC24_323a,Immigration,binary,% Supporting,Grant legal status to long-term undocumented immigrants,59.2294,99.8547,99.49,99.1563,98.5195,95.1881,85.8305,81.1891,76.6225,72.0743,62.9963,54.0222,36.1777,26.6525,15.9213,9.9156,2.6296
CC24_323b,Immigration,binary,% Supporting,Increase border patrols,79.5714,36.1692,22.7958,29.7366,63.9323,74.7127,72.8579,70.7541,66.2975,70.4898,87.5234,94.4579,98.2279,97.4085,91.1807,91.2838,97.8209
CC24_323d,Immigration,binary,% Supporting,Permanent status/pathway for Dreamers,70.4041,100.0,100.0,99.9943,99.9774,99.6542,98.7019,96.0437,89.0216,83.801,75.1615,68.4259,56.8589,47.9359,32.7338,22.1896,5.7589
CC24_323f,Immigration,binary,% Supporting,Forgive up to $20k of student loan debt per person,54.1862,94.088,95.4457,93.2612,85.3497,82.0943,80.2392,77.8032,72.3501,65.8841,51.9393,42.9743,30.0242,26.6134,29.3312,25.2474,10.2783
CC24_340f,Immigration,binary,% Supporting,Deny asylum for illegal border crossings,63.1681,0.0983,0.0498,5.9129,23.5508,31.4357,37.4524,39.492,39.5942,48.122,73.6036,85.6398,96.2669,97.2652,89.6329,89.671,97.4178
CC24_321a,Police & Guns,binary,% Supporting,Ban assault rifles,59.5554,95.8745,93.8639,92.8536,91.8335,89.3762,83.0244,77.3543,66.6957,62.2245,59.4696,54.9909,44.3096,38.0111,29.797,22.9285,10.5371
CC24_321b,Police & Guns,binary,% Supporting,Easier concealed-carry permits,38.9291,1.2626,1.745,2.9838,6.2176,9.8703,17.5945,23.4506,33.2948,38.1054,42.6928,46.3611,52.7785,57.5107,65.29,72.6612,86.9955
CC24_321c,Police & Guns,binary,% Supporting,Require background checks on all gun sales,92.5023,99.6573,99.6884,99.6749,99.6037,99.3525,98.6703,96.5131,90.7237,90.0096,93.6569,94.6588,94.0172,91.1218,83.0768,79.4858,76.7575
CC24_321d,Police & Guns,binary,% Supporting,Increase police by 10%,56.7169,0.3709,0.2957,7.3335,28.522,34.755,32.2658,32.1406,34.2543,40.9956,59.1056,72.0566,92.7997,88.6044,55.2756,55.3328,88.8332
CC24_321e,Police & Guns,binary,% Supporting,"Decrease police by 10%, increase other funding",26.7993,77.8991,84.8825,76.8958,45.9522,36.4126,38.7375,39.438,39.2149,34.6352,21.1194,13.6671,4.8262,5.4118,16.0095,15.6556,3.9962
CC24_321f,Police & Guns,binary,% Supporting,Increase spending on mental health & school safety,86.4629,99.4983,99.1356,98.9015,98.562,97.9434,96.4274,93.9067,87.8609,86.7657,89.5262,89.6681,87.3335,82.5547,70.553,64.0569,56.5705
CC24_325,Abortion,continuous,Median,Abortion: how many weeks should it be legal,13.0,31.2,28.8,27.2,24.8,22.8,19.2,17.0,14.0,12.8,12.2,11.6,10.4,9.6,8.4,7.8,7.2
CC24_325,Abortion,continuous,Q25,Abortion: how many weeks should it be legal,6.0,23.2,20.8,19.2,16.8,14.8,11.2,9.2,6.8,5.6,4.4,4.0,4.0,3.4,1.6,0.8,0.2
CC24_325,Abortion,continuous,Q75,Abortion: how many weeks should it be legal,24.0,40.0,40.0,39.2,36.8,34.0,28.0,25.4,23.6,22.2,19.8,18.2,15.8,14.8,14.2,13.6,12.4
CC24_324b,Abortion,binary,% Supporting,Permit abortion only in rape/incest/life danger cases,51.3964,7.7449,12.5508,16.4691,23.4184,27.9777,34.7066,40.9205,52.8336,58.5328,63.7176,66.8799,71.1822,70.1719,62.8386,62.7636,69.8719
CC24_340b,Abortion,binary,% Supporting,Prohibit restrictions on abortion access (Congress bill),63.0207,95.3513,94.3754,93.0031,89.8623,87.6005,83.9561,76.8284,59.0899,53.3146,53.7273,52.8348,49.7445,47.6723,44.5462,41.1072,33.9163
CC24_444c,Abortion,binary,% Supporting,Prohibit abortion-inducing drugs by mail,41.2474,1.9291,3.3186,5.2621,9.7034,13.536,20.5926,26.1563,35.7908,42.1124,51.4427,56.3595,61.7794,62.6123,59.6907,61.9087,71.484
CC24_444d,Abortion,binary,% Supporting,Prohibit women traveling to another state for abortion,18.4855,0.2067,0.4034,1.1121,3.0415,4.7274,7.8558,12.241,22.2682,26.0918,27.5355,27.8459,27.3335,27.0979,26.9035,26.9216,27.1704
CC24_340c,Civil Liberties,binary,% Supporting,Federal recognition of same-sex & interracial marriages,66.0666,99.6241,98.7615,98.2308,97.5015,96.9942,96.2017,87.6102,62.6284,54.6041,55.5131,54.2221,49.44,46.9571,44.2905,40.0295,29.9131
CC24_340d,Civil Liberties,binary,% Supporting,Ban TikTok unless China sells to a US company,55.4871,29.8834,23.0806,27.1236,46.0552,50.7894,46.0603,43.7295,41.4662,45.0547,58.0832,64.6699,71.4013,69.8734,58.5581,59.2016,72.447
CC24_340e,Civil Liberties,binary,% Supporting,Renew post-9/11 surveillance programs,34.0178,6.6704,15.4171,23.2683,38.0749,41.6939,37.7439,35.2012,31.5228,33.3692,42.5866,45.5562,45.2476,40.3897,26.1249,18.9955,11.8721
CC24_444a,Civil Liberties,binary,% Supporting,Prevent gender transition surgery for minors,60.1484,16.774,20.4431,23.8453,30.3824,35.8353,45.6566,51.1715,57.895,62.5654,69.8533,73.451,76.956,78.1753,78.328,80.4849,86.8029
CC24_444b,Civil Liberties,binary,% Supporting,Parental consent for name/pronoun changes at school,62.7367,8.4706,10.8712,16.2606,30.028,36.8296,43.467,49.2637,60.0164,65.9674,73.0673,77.4267,83.405,85.3284,85.1207,86.9036,92.4601
CC24_444e,Civil Liberties,binary,% Supporting,Age verification for adult web content,78.7779,54.3959,57.9201,61.8624,70.1647,73.3983,74.7968,75.7301,77.1319,78.7643,82.2597,84.4556,87.5478,86.6405,80.8264,80.5221,85.4231
CC24_444f,Civil Liberties,binary,% Supporting,School voucher subsidies,56.1512,16.3177,29.3573,32.2681,27.9607,30.1107,40.8682,47.8458,58.0214,62.2683,64.8337,66.6592,69.5703,70.7068,71.2053,74.4944,83.8634
CC24_326a,Environment & Climate,binary,% Supporting,Give EPA power to regulate CO2 emissions,62.3942,98.3144,97.2519,96.5664,95.5723,93.9491,90.0736,84.4719,71.5425,66.4768,64.2089,58.605,44.061,37.7049,33.1808,26.324,10.278
CC24_326b,Environment & Climate,binary,% Supporting,Require 20% renewable electricity,66.1221,97.8143,97.2018,96.4653,94.8682,93.5298,91.1117,87.5521,79.2917,74.7241,69.282,62.8793,49.1135,43.5391,40.5819,33.4751,15.1119
CC24_326c,Environment & Climate,binary,% Supporting,Strengthen Clean Air/Water Act enforcement (even if it costs jobs),55.1936,96.2333,93.9058,92.5973,90.9991,87.7823,79.73,74.1631,65.5145,60.3588,53.5402,46.9497,33.9969,29.1072,27.3907,22.3305,8.8663
CC24_326d,Environment & Climate,binary,% Supporting,Increase fossil fuel production in the U.S.,56.953,8.5584,9.6523,13.1976,22.7395,28.0133,34.2927,39.1154,47.304,54.092,66.2673,73.2735,82.1171,82.8688,76.2805,78.5388,91.9018
CC24_326e,Environment & Climate,binary,% Supporting,Halt new oil and gas leases on federal lands,44.7229,89.1187,88.0466,85.0234,77.0257,72.6186,67.3948,62.6838,53.7744,48.3526,40.9967,34.7489,23.3614,19.8523,20.7124,17.4441,6.7791
CC24_326f,Environment & Climate,binary,% Supporting,Prevent government from banning gas stoves,67.4904,38.2903,42.6715,46.6342,54.141,57.6139,60.5258,61.6253,62.0119,64.0312,69.7022,72.9282,76.9348,78.0364,77.3346,79.7777,87.809
CC24_328a,Healthcare & Housing,binary,% Supporting,Relax local zoning laws to allow more apartments/condos,50.2392,66.2667,56.167,54.8501,60.999,61.4396,56.6124,54.877,54.498,53.753,51.8973,49.3739,43.6594,41.4483,40.5293,39.1365,35.8771
CC24_328b,Healthcare & Housing,binary,% Supporting,Expand federal tax incentives for affordable housing,72.447,96.5138,96.0659,95.312,93.4984,91.6734,88.0124,85.2253,80.5253,77.7628,74.1756,70.3048,62.2797,58.2922,54.3549,48.9554,36.6942
CC24_328c,Healthcare & Housing,binary,% Supporting,Require able-bodied Medicaid recipients under 64 to work,53.2651,18.1621,21.0801,25.681,36.5655,41.0626,43.6695,45.5001,48.3851,51.2272,56.8682,60.9037,67.3692,67.2964,60.6128,61.2589,69.8807
CC24_328d,Healthcare & Housing,binary,% Supporting,Repeal the Affordable Care Act,38.4834,1.8873,3.144,3.8592,4.7482,7.0488,13.0616,18.7511,29.8068,35.0709,39.8075,45.5325,57.9708,63.1254,66.1508,70.8715,82.0082
CC24_328e,Healthcare & Housing,binary,% Supporting,Expand Medicaid (income <$25k individual / <$40k family),78.6882,99.2144,98.8747,98.0906,96.0777,95.0179,93.8511,91.6279,86.1249,83.258,80.16,76.7443,69.5949,66.9421,66.1328,60.2956,43.5932
CC24_440a,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",White people have certain advantages because of their race,2.6905,1.226,1.2524,1.3302,1.5371,1.6673,1.8508,1.9904,2.2257,2.4387,2.8426,3.0885,3.4223,3.5594,3.637,3.8022,4.2202
CC24_440a,Racial & Gender,likert5_dist,% Strongly Agree,White people have certain advantages because of their race,29.03,80.152,77.638,72.72,60.48,53.136,43.344,38.522,33.848,29.044,19.306,14.218,8.692,7.366,8.914,7.716,2.574
CC24_440a,Racial & Gender,likert5_dist,% Agree,White people have certain advantages because of their race,22.83,18.004,20.176,23.188,30.052,33.698,37.772,36.952,30.418,27.74,26.24,23.658,17.412,14.692,12.778,10.342,4.948
CC24_440a,Racial & Gender,likert5_dist,% Neither,White people have certain advantages because of their race,18.04,1.278,1.632,2.886,6.294,8.628,12.222,15.652,22.348,24.432,23.988,24.4,26.08,25.772,23.168,21.186,17.844
CC24_440a,Racial & Gender,likert5_dist,% Disagree,White people have certain advantages because of their race,10.27,0.246,0.414,0.754,1.606,2.368,3.802,4.732,6.088,7.858,11.812,14.496,18.594,18.962,15.968,15.508,17.122
CC24_440a,Racial & Gender,likert5_dist,% Strongly Disagree,White people have certain advantages because of their race,19.83,0.328,0.142,0.452,1.568,2.172,2.868,4.148,7.292,10.916,18.644,23.22,29.22,33.208,39.172,45.246,57.504
CC24_440b,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)","Racial problems in the U.S. are rare, isolated situations",3.4832,4.7738,4.7616,4.6843,4.4649,4.3239,4.1205,3.9646,3.7001,3.5179,3.2355,3.0951,2.9564,2.8877,2.8207,2.6356,2.1473
CC24_440b,Racial & Gender,likert5_dist,% Strongly Agree,"Racial problems in the U.S. are rare, isolated situations",9.59,0.0,0.0,0.028,0.112,0.45,1.38,2.604,5.346,7.022,9.308,10.482,11.718,13.248,16.602,21.642,33.408
CC24_440b,Racial & Gender,likert5_dist,% Agree,"Racial problems in the U.S. are rare, isolated situations",17.26,0.008,0.032,0.41,1.52,2.934,6.066,8.186,11.414,14.848,21.922,25.22,28.04,28.696,27.844,29.504,35.336
CC24_440b,Racial & Gender,likert5_dist,% Neither,"Racial problems in the U.S. are rare, isolated situations",17.16,0.234,0.726,2.29,6.49,8.968,12.202,15.296,21.344,23.276,23.024,23.376,24.684,24.998,24.632,22.924,18.166
CC24_440b,Racial & Gender,likert5_dist,% Disagree,"Racial problems in the U.S. are rare, isolated situations",27.21,22.128,22.302,25.654,35.536,39.082,39.838,37.986,31.674,29.024,27.386,26.128,23.992,22.144,18.736,15.526,9.304
CC24_440b,Racial & Gender,likert5_dist,% Strongly Disagree,"Racial problems in the U.S. are rare, isolated situations",28.78,77.63,76.94,71.62,56.35,48.574,40.516,35.928,30.222,25.828,18.352,14.784,11.556,10.908,12.192,10.412,3.788
CC24_440c,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Women seek to gain power by getting control over men,3.5378,4.8128,4.7405,4.6572,4.4797,4.32,4.0185,3.7996,3.4444,3.3076,3.2525,3.2067,3.1247,3.0424,2.8777,2.7806,2.6541
CC24_440c,Racial & Gender,likert5_dist,% Strongly Agree,Women seek to gain power by getting control over men,7.14,0.014,0.056,0.208,0.622,1.046,1.904,3.3,6.63,8.11,9.22,9.36,8.67,9.722,13.568,15.616,17.914
CC24_440c,Racial & Gender,likert5_dist,% Agree,Women seek to gain power by getting control over men,15.54,0.104,0.296,0.826,2.224,3.938,7.682,10.496,15.194,17.332,19.048,20.182,21.868,23.188,25.462,27.024,29.436
CC24_440c,Racial & Gender,likert5_dist,% Neither,Women seek to gain power by getting control over men,26.67,3.54,6.0,8.102,11.948,15.624,22.806,27.024,32.496,33.412,30.688,30.792,33.828,34.518,33.552,32.87,31.79
CC24_440c,Racial & Gender,likert5_dist,% Disagree,Women seek to gain power by getting control over men,17.71,11.28,12.84,14.762,18.968,20.746,21.874,21.308,18.482,17.998,19.372,19.77,19.59,18.258,14.442,12.638,11.042
CC24_440c,Racial & Gender,likert5_dist,% Strongly Disagree,Women seek to gain power by getting control over men,32.94,85.062,80.808,76.1,66.23,58.638,45.732,37.872,27.198,23.148,21.672,19.896,16.044,14.312,12.968,11.844,9.816
CC24_440d,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Women are too easily offended,3.2044,4.675,4.6043,4.4985,4.2514,4.081,3.8168,3.6068,3.2413,3.0746,2.9402,2.8316,2.6402,2.5548,2.4901,2.3912,2.1594
CC24_440d,Racial & Gender,likert5_dist,% Strongly Agree,Women are too easily offended,12.16,0.12,0.24,0.536,1.304,1.934,3.056,4.824,9.006,11.26,13.84,15.178,16.612,18.21,21.57,24.852,31.338
CC24_440d,Racial & Gender,likert5_dist,% Agree,Women are too easily offended,22.7,1.318,2.962,4.332,6.798,8.904,12.756,15.7,20.68,23.53,27.1,29.618,33.602,34.496,33.194,33.346,35.104
