state_fips,state_abbr,cand_code,cand_label,primary_cluster,secondary_cluster,w_primary,w_secondary,cand_type,state_share_primary,state_share_secondary,cooc_rate
20,KS,CUP,CUP,6,,1.0,0.0,pure,0.0826,,
20,KS,DSA,DSA,8,,1.0,0.0,pure,0.069,,
20,KS,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.2245,0.113,0.1475
20,KS,STY/LBR,STY/LBR,2,1.0,0.6096,0.3904,cooc,0.1449,0.106,0.1155
20,KS,LIB/LBR,LIB/LBR,4,1.0,0.7,0.3,cooc,0.1069,0.106,0.1083
20,KS,CON/CUP,CON/CUP,0,6.0,0.7,0.3,cooc,0.2245,0.0826,0.108
20,KS,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.2245,0.0878,0.0958
20,KS,STY/POP,STY/POP,2,5.0,0.5,0.5,cooc,0.1449,0.113,0.0862
21,KY,CON,CON,0,,1.0,0.0,pure,0.209,,
21,KY,LBR,LBR,1,,1.0,0.0,pure,0.1338,,
21,KY,STY,STY,2,,1.0,0.0,pure,0.1433,,
21,KY,NAT,NAT,3,,1.0,0.0,pure,0.1088,,
21,KY,LIB,LIB,4,,1.0,0.0,pure,0.0592,,
21,KY,POP,POP,5,,1.0,0.0,pure,0.1237,,
21,KY,CUP,CUP,6,,1.0,0.0,pure,0.099,,
21,KY,OAO,OAO,7,,1.0,0.0,pure,0.0519,,
21,KY,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.209,0.1088,0.1379
21,KY,STY/LBR,STY/LBR,2,1.0,0.5244,0.4756,cooc,0.1433,0.1338,0.1376
21,KY,CON/CUP,CON/CUP,0,6.0,0.5212,0.4788,cooc,0.209,0.099,0.1345
21,KY,STY/POP,STY/POP,2,5.0,0.5653,0.4347,cooc,0.1433,0.1237,0.1299
21,KY,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.209,0.1237,0.0959
21,KY,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1338,0.0592,0.0654
22,LA,CON,CON,0,,1.0,0.0,pure,0.1999,,
22,LA,LBR,LBR,1,,1.0,0.0,pure,0.1055,,
22,LA,STY,STY,2,,1.0,0.0,pure,0.1814,,
22,LA,NAT,NAT,3,,1.0,0.0,pure,0.1173,,
22,LA,POP,POP,5,,1.0,0.0,pure,0.0835,,
22,LA,CUP,CUP,6,,1.0,0.0,pure,0.1451,,
22,LA,STY/POP,STY/POP,2,5.0,0.7,0.3,cooc,0.1814,0.0835,0.1654
22,LA,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.1999,0.1173,0.164
22,LA,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.1999,0.0835,0.0866
22,LA,CUP/LBR,CUP/LBR,6,1.0,0.7,0.3,cooc,0.1451,0.1055,0.0809
22,LA,CON/CUP,CON/CUP,0,6.0,0.7,0.3,cooc,0.1999,0.1451,0.0809
22,LA,STY/LBR,STY/LBR,2,1.0,0.5,0.5,cooc,0.1814,0.1055,0.0795
22,LA,CON/STY,CON/STY,0,2.0,0.55,0.45,wildcard,0.1999,0.1814,
23,ME,CON,CON,0,,1.0,0.0,pure,0.1363,,
23,ME,LBR,LBR,1,,1.0,0.0,pure,0.1479,,
23,ME,STY,STY,2,,1.0,0.0,pure,0.0898,,
23,ME,NAT,NAT,3,,1.0,0.0,pure,0.0715,,
23,ME,LIB,LIB,4,,1.0,0.0,pure,0.1346,,
23,ME,POP,POP,5,,1.0,0.0,pure,0.1474,,
23,ME,CUP,CUP,6,,1.0,0.0,pure,0.0771,,
23,ME,OAO,OAO,7,,1.0,0.0,pure,0.0518,,
23,ME,DSA,DSA,8,,1.0,0.0,pure,0.0741,,
23,ME,PRG,PRG,9,,1.0,0.0,pure,0.0695,,
23,ME,POP/STY,POP/STY,5,2.0,0.7,0.3,cooc,0.1474,0.0898,0.1194
23,ME,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1479,0.1346,0.1133
23,ME,POP/CON,POP/CON,5,0.0,0.5109,0.4891,cooc,0.1474,0.1363,0.108
23,ME,LBR/DSA,LBR/DSA,1,8.0,0.5,0.5,cooc,0.1479,0.0741,0.0856
23,ME,LBR/STY,LBR/STY,1,2.0,0.5,0.5,cooc,0.1479,0.0898,0.0772
23,ME,CON/CUP,CON/CUP,0,6.0,0.5228,0.4772,cooc,0.1363,0.0771,0.0728
24,MD,CON,CON,0,,1.0,0.0,pure,0.1292,,
24,MD,LBR,LBR,1,,1.0,0.0,pure,0.1733,,
24,MD,STY,STY,2,,1.0,0.0,pure,0.1531,,
24,MD,NAT,NAT,3,,1.0,0.0,pure,0.0598,,
24,MD,LIB,LIB,4,,1.0,0.0,pure,0.1018,,
24,MD,POP,POP,5,,1.0,0.0,pure,0.1114,,
24,MD,CUP,CUP,6,,1.0,0.0,pure,0.0823,,
24,MD,OAO,OAO,7,,1.0,0.0,pure,0.0631,,
24,MD,PRG,PRG,9,,1.0,0.0,pure,0.0834,,
24,MD,LBR/STY,LBR/STY,1,2.0,0.7,0.3,cooc,0.1733,0.1531,0.1362
24,MD,STY/POP,STY/POP,2,5.0,0.5,0.5,cooc,0.1531,0.1114,0.125
24,MD,CON/POP,CON/POP,0,5.0,0.6469,0.3531,cooc,0.1292,0.1114,0.0981
24,MD,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1733,0.1018,0.0836
24,MD,CON/CUP,CON/CUP,0,6.0,0.5696,0.4304,cooc,0.1292,0.0823,0.0653
24,MD,LIB/PRG,LIB/PRG,4,9.0,0.5,0.5,cooc,0.1018,0.0834,0.0609
25,MA,CON,CON,0,,1.0,0.0,pure,0.1607,,
25,MA,LBR,LBR,1,,1.0,0.0,pure,0.1713,,
25,MA,STY,STY,2,,1.0,0.0,pure,0.1124,,
25,MA,NAT,NAT,3,,1.0,0.0,pure,0.0665,,
25,MA,LIB,LIB,4,,1.0,0.0,pure,0.1306,,
25,MA,POP,POP,5,,1.0,0.0,pure,0.0807,,
25,MA,CUP,CUP,6,,1.0,0.0,pure,0.0534,,
25,MA,OAO,OAO,7,,1.0,0.0,pure,0.0616,,
25,MA,DSA,DSA,8,,1.0,0.0,pure,0.0761,,
25,MA,PRG,PRG,9,,1.0,0.0,pure,0.0866,,
25,MA,LBR/STY,LBR/STY,1,2.0,0.6074,0.3926,cooc,0.1713,0.1124,0.1546
25,MA,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1713,0.1306,0.1415
25,MA,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.1607,0.0807,0.0896
25,MA,LBR/DSA,LBR/DSA,1,8.0,0.5,0.5,cooc,0.1713,0.0761,0.0724
25,MA,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.1607,0.0665,0.0721
25,MA,LIB/PRG,LIB/PRG,4,9.0,0.5,0.5,cooc,0.1306,0.0866,0.0709
25,MA,LBR/CON,LBR/CON,1,0.0,0.55,0.45,wildcard,0.1713,0.1607,
26,MI,CON,CON,0,,1.0,0.0,pure,0.2075,,
26,MI,LBR,LBR,1,,1.0,0.0,pure,0.1331,,
26,MI,STY,STY,2,,1.0,0.0,pure,0.0999,,
26,MI,NAT,NAT,3,,1.0,0.0,pure,0.1129,,
26,MI,LIB,LIB,4,,1.0,0.0,pure,0.0969,,
26,MI,POP,POP,5,,1.0,0.0,pure,0.1144,,
26,MI,CUP,CUP,6,,1.0,0.0,pure,0.0806,,
26,MI,DSA,DSA,8,,1.0,0.0,pure,0.0623,,
26,MI,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.2075,0.1129,0.1257
26,MI,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.2075,0.1144,0.115
26,MI,POP/STY,POP/STY,5,2.0,0.6046,0.3954,cooc,0.1144,0.0999,0.1113
26,MI,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1331,0.0969,0.093
26,MI,LBR/STY,LBR/STY,1,2.0,0.7,0.3,cooc,0.1331,0.0999,0.0876
26,MI,CON/CUP,CON/CUP,0,6.0,0.7,0.3,cooc,0.2075,0.0806,0.084
27,MN,CON,CON,0,,1.0,0.0,pure,0.149,,
27,MN,LBR,LBR,1,,1.0,0.0,pure,0.1441,,
27,MN,STY,STY,2,,1.0,0.0,pure,0.0819,,
27,MN,NAT,NAT,3,,1.0,0.0,pure,0.0822,,
27,MN,LIB,LIB,4,,1.0,0.0,pure,0.1364,,
27,MN,POP,POP,5,,1.0,0.0,pure,0.1218,,
27,MN,CUP,CUP,6,,1.0,0.0,pure,0.0722,,
27,MN,OAO,OAO,7,,1.0,0.0,pure,0.073,,
27,MN,PRG,PRG,9,,1.0,0.0,pure,0.0982,,
27,MN,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1441,0.1364,0.1455
27,MN,POP/STY,POP/STY,5,2.0,0.7,0.3,cooc,0.1218,0.0819,0.1192
27,MN,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.149,0.1218,0.0964
27,MN,LIB/PRG,LIB/PRG,4,9.0,0.5,0.5,cooc,0.1364,0.0982,0.0829
27,MN,LBR/STY,LBR/STY,1,2.0,0.7,0.3,cooc,0.1441,0.0819,0.0741
27,MN,CON/CUP,CON/CUP,0,6.0,0.5639,0.4361,cooc,0.149,0.0722,0.0684
28,MS,CON,CON,0,,1.0,0.0,pure,0.1822,,
28,MS,LBR,LBR,1,,1.0,0.0,pure,0.1273,,
28,MS,STY,STY,2,,1.0,0.0,pure,0.2647,,
28,MS,NAT,NAT,3,,1.0,0.0,pure,0.0765,,
28,MS,POP,POP,5,,1.0,0.0,pure,0.1135,,
28,MS,CUP,CUP,6,,1.0,0.0,pure,0.0917,,
28,MS,OAO,OAO,7,,1.0,0.0,pure,0.0761,,
28,MS,STY/LBR,STY/LBR,2,1.0,0.6114,0.3886,cooc,0.2647,0.1273,0.2264
28,MS,STY/POP,STY/POP,2,5.0,0.6619,0.3381,cooc,0.2647,0.1135,0.1807
28,MS,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.1822,0.0765,0.1226
28,MS,CON/CUP,CON/CUP,0,6.0,0.52,0.48,cooc,0.1822,0.0917,0.0809
28,MS,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.1822,0.1135,0.0698
28,MS,CUP/OAO,CUP/OAO,6,7.0,0.5,0.5,cooc,0.0917,0.0761,0.0601
28,MS,STY/CON,STY/CON,2,0.0,0.5923,0.4077,wildcard,0.2647,0.1822,
29,MO,CON,CON,0,,1.0,0.0,pure,0.1981,,
29,MO,LBR,LBR,1,,1.0,0.0,pure,0.1415,,
29,MO,STY,STY,2,,1.0,0.0,pure,0.1672,,
29,MO,NAT,NAT,3,,1.0,0.0,pure,0.0988,,
29,MO,LIB,LIB,4,,1.0,0.0,pure,0.0673,,
29,MO,POP,POP,5,,1.0,0.0,pure,0.0982,,
29,MO,CUP,CUP,6,,1.0,0.0,pure,0.0886,,
29,MO,DSA,DSA,8,,1.0,0.0,pure,0.0747,,
29,MO,STY/LBR,STY/LBR,2,1.0,0.5,0.5,cooc,0.1672,0.1415,0.1457
29,MO,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.1981,0.0988,0.1441
29,MO,STY/POP,STY/POP,2,5.0,0.5761,0.4239,cooc,0.1672,0.0982,0.1176
29,MO,CON/CUP,CON/CUP,0,6.0,0.698,0.302,cooc,0.1981,0.0886,0.0943
29,MO,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.1981,0.0982,0.0892
29,MO,LBR/DSA,LBR/DSA,1,8.0,0.5,0.5,cooc,0.1415,0.0747,0.0886
29,MO,CON/STY,CON/STY,0,2.0,0.55,0.45,wildcard,0.1981,0.1672,
30,MT,CON,CON,0,,1.0,0.0,pure,0.1813,,
30,MT,LBR,LBR,1,,1.0,0.0,pure,0.1392,,
30,MT,STY,STY,2,,1.0,0.0,pure,0.1443,,
30,MT,NAT,NAT,3,,1.0,0.0,pure,0.1562,,
30,MT,LIB,LIB,4,,1.0,0.0,pure,0.1021,,
30,MT,POP,POP,5,,1.0,0.0,pure,0.082,,
30,MT,CUP,CUP,6,,1.0,0.0,pure,0.0968,,
30,MT,DSA,DSA,8,,1.0,0.0,pure,0.0501,,
30,MT,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.1813,0.1562,0.1647
30,MT,STY/LBR,STY/LBR,2,1.0,0.5,0.5,cooc,0.1443,0.1392,0.1286
30,MT,CON/CUP,CON/CUP,0,6.0,0.6741,0.3259,cooc,0.1813,0.0968,0.127
30,MT,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1392,0.1021,0.1228
30,MT,CON/POP,CON/POP,0,5.0,0.5392,0.4608,cooc,0.1813,0.082,0.076
30,MT,STY/POP,STY/POP,2,5.0,0.7,0.3,cooc,0.1443,0.082,0.0663
31,NE,CON,CON,0,,1.0,0.0,pure,0.1732,,
31,NE,LBR,LBR,1,,1.0,0.0,pure,0.1547,,
31,NE,STY,STY,2,,1.0,0.0,pure,0.1403,,
31,NE,NAT,NAT,3,,1.0,0.0,pure,0.0811,,
31,NE,LIB,LIB,4,,1.0,0.0,pure,0.0703,,
31,NE,POP,POP,5,,1.0,0.0,pure,0.1111,,
31,NE,CUP,CUP,6,,1.0,0.0,pure,0.1343,,
31,NE,DSA,DSA,8,,1.0,0.0,pure,0.0796,,
31,NE,LBR/STY,LBR/STY,1,2.0,0.6849,0.3151,cooc,0.1547,0.1403,0.1625
31,NE,CON/CUP,CON/CUP,0,6.0,0.5,0.5,cooc,0.1732,0.1343,0.1291
31,NE,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.1732,0.1111,0.0969
31,NE,STY/POP,STY/POP,2,5.0,0.5772,0.4228,cooc,0.1403,0.1111,0.0813
31,NE,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.1732,0.0811,0.0692
31,NE,LBR/DSA,LBR/DSA,1,8.0,0.5,0.5,cooc,0.1547,0.0796,0.0619
31,NE,CON/LBR,CON/LBR,0,1.0,0.55,0.45,wildcard,0.1732,0.1547,
32,NV,CON,CON,0,,1.0,0.0,pure,0.1779,,
32,NV,LBR,LBR,1,,1.0,0.0,pure,0.174,,
32,NV,STY,STY,2,,1.0,0.0,pure,0.1705,,
32,NV,NAT,NAT,3,,1.0,0.0,pure,0.0893,,
32,NV,LIB,LIB,4,,1.0,0.0,pure,0.082,,
32,NV,POP,POP,5,,1.0,0.0,pure,0.1002,,
32,NV,CUP,CUP,6,,1.0,0.0,pure,0.0602,,
32,NV,DSA,DSA,8,,1.0,0.0,pure,0.0506,,
32,NV,LBR/STY,LBR/STY,1,2.0,0.595,0.405,cooc,0.174,0.1705,0.1544
32,NV,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.1779,0.1002,0.1334
32,NV,STY/POP,STY/POP,2,5.0,0.6206,0.3794,cooc,0.1705,0.1002,0.1181
32,NV,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.174,0.082,0.0881
32,NV,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.1779,0.0893,0.0686
32,NV,LBR/DSA,LBR/DSA,1,8.0,0.5696,0.4304,cooc,0.174,0.0506,0.0608
32,NV,CON/LBR,CON/LBR,0,1.0,0.55,0.45,wildcard,0.1779,0.174,
32,NV,CON/STY,CON/STY,0,2.0,0.55,0.45,wildcard,0.1779,0.1705,
33,NH,CON,CON,0,,1.0,0.0,pure,0.1215,,
33,NH,LBR,LBR,1,,1.0,0.0,pure,0.1933,,
33,NH,STY,STY,2,,1.0,0.0,pure,0.0861,,
33,NH,NAT,NAT,3,,1.0,0.0,pure,0.0559,,
33,NH,LIB,LIB,4,,1.0,0.0,pure,0.0938,,
33,NH,POP,POP,5,,1.0,0.0,pure,0.0785,,
33,NH,CUP,CUP,6,,1.0,0.0,pure,0.1011,,
33,NH,OAO,OAO,7,,1.0,0.0,pure,0.0854,,
33,NH,DSA,DSA,8,,1.0,0.0,pure,0.1031,,
33,NH,PRG,PRG,9,,1.0,0.0,pure,0.0814,,
33,NH,LBR/STY,LBR/STY,1,2.0,0.7,0.3,cooc,0.1933,0.0861,0.1504
33,NH,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1933,0.0938,0.093
33,NH,CON/OAO,CON/OAO,0,7.0,0.5,0.5,cooc,0.1215,0.0854,0.0885
33,NH,LBR/DSA,LBR/DSA,1,8.0,0.5,0.5,cooc,0.1933,0.1031,0.0754
33,NH,DSA/PRG,DSA/PRG,8,9.0,0.5,0.5,cooc,0.1031,0.0814,0.0748
33,NH,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.1215,0.0785,0.0669
34,NJ,CON,CON,0,,1.0,0.0,pure,0.1672,,
34,NJ,LBR,LBR,1,,1.0,0.0,pure,0.1511,,
34,NJ,STY,STY,2,,1.0,0.0,pure,0.1057,,
34,NJ,NAT,NAT,3,,1.0,0.0,pure,0.0846,,
34,NJ,LIB,LIB,4,,1.0,0.0,pure,0.1065,,
34,NJ,POP,POP,5,,1.0,0.0,pure,0.1017,,
34,NJ,CUP,CUP,6,,1.0,0.0,pure,0.0917,,
34,NJ,OAO,OAO,7,,1.0,0.0,pure,0.0584,,
34,NJ,DSA,DSA,8,,1.0,0.0,pure,0.0633,,
34,NJ,PRG,PRG,9,,1.0,0.0,pure,0.0698,,
34,NJ,CON/POP,CON/POP,0,5.0,0.6814,0.3186,cooc,0.1672,0.1017,0.1242
34,NJ,LBR/STY,LBR/STY,1,2.0,0.6676,0.3324,cooc,0.1511,0.1057,0.1031
34,NJ,LBR/DSA,LBR/DSA,1,8.0,0.5,0.5,cooc,0.1511,0.0633,0.0872
34,NJ,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1511,0.1065,0.077
34,NJ,CON/CUP,CON/CUP,0,6.0,0.5925,0.4075,cooc,0.1672,0.0917,0.0749
34,NJ,STY/POP,STY/POP,2,5.0,0.5,0.5,cooc,0.1057,0.1017,0.069
34,NJ,CON/LBR,CON/LBR,0,1.0,0.55,0.45,wildcard,0.1672,0.1511,
35,NM,CON,CON,0,,1.0,0.0,pure,0.1646,,
35,NM,LBR,LBR,1,,1.0,0.0,pure,0.2114,,
35,NM,STY,STY,2,,1.0,0.0,pure,0.1526,,
35,NM,NAT,NAT,3,,1.0,0.0,pure,0.0632,,
35,NM,LIB,LIB,4,,1.0,0.0,pure,0.0876,,
35,NM,POP,POP,5,,1.0,0.0,pure,0.0886,,
35,NM,CUP,CUP,6,,1.0,0.0,pure,0.0928,,
35,NM,DSA,DSA,8,,1.0,0.0,pure,0.0501,,
35,NM,LBR/STY,LBR/STY,1,2.0,0.6238,0.3762,cooc,0.2114,0.1526,0.2056
35,NM,CON/CUP,CON/CUP,0,6.0,0.5,0.5,cooc,0.1646,0.0928,0.0897
35,NM,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.2114,0.0876,0.0764
35,NM,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.1646,0.0886,0.074
35,NM,CON/NAT,CON/NAT,0,3.0,0.7,0.3,cooc,0.1646,0.0632,0.0736
35,NM,STY/POP,STY/POP,2,5.0,0.7,0.3,cooc,0.1526,0.0886,0.0689
35,NM,LBR/CON,LBR/CON,1,0.0,0.5623,0.4377,wildcard,0.2114,0.1646,
35,NM,CON/STY,CON/STY,0,2.0,0.55,0.45,wildcard,0.1646,0.1526,
36,NY,CON,CON,0,,1.0,0.0,pure,0.1424,,
36,NY,LBR,LBR,1,,1.0,0.0,pure,0.1684,,
36,NY,STY,STY,2,,1.0,0.0,pure,0.1339,,
36,NY,NAT,NAT,3,,1.0,0.0,pure,0.0637,,
36,NY,LIB,LIB,4,,1.0,0.0,pure,0.1016,,
36,NY,POP,POP,5,,1.0,0.0,pure,0.0991,,
36,NY,CUP,CUP,6,,1.0,0.0,pure,0.0933,,
36,NY,OAO,OAO,7,,1.0,0.0,pure,0.0665,,
36,NY,DSA,DSA,8,,1.0,0.0,pure,0.0697,,
36,NY,PRG,PRG,9,,1.0,0.0,pure,0.0615,,
36,NY,LBR/STY,LBR/STY,1,2.0,0.6702,0.3298,cooc,0.1684,0.1339,0.1318
36,NY,STY/POP,STY/POP,2,5.0,0.5,0.5,cooc,0.1339,0.0991,0.1154
36,NY,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1684,0.1016,0.0838
36,NY,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.1424,0.0991,0.0827
36,NY,LBR/DSA,LBR/DSA,1,8.0,0.5,0.5,cooc,0.1684,0.0697,0.065
36,NY,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.1424,0.0637,0.0597
37,NC,CON,CON,0,,1.0,0.0,pure,0.1964,,
37,NC,LBR,LBR,1,,1.0,0.0,pure,0.1267,,
37,NC,STY,STY,2,,1.0,0.0,pure,0.1412,,
37,NC,NAT,NAT,3,,1.0,0.0,pure,0.0972,,
37,NC,LIB,LIB,4,,1.0,0.0,pure,0.0755,,
37,NC,POP,POP,5,,1.0,0.0,pure,0.1185,,
37,NC,CUP,CUP,6,,1.0,0.0,pure,0.0785,,
37,NC,OAO,OAO,7,,1.0,0.0,pure,0.063,,
37,NC,DSA,DSA,8,,1.0,0.0,pure,0.0513,,
37,NC,PRG,PRG,9,,1.0,0.0,pure,0.0517,,
37,NC,STY/LBR,STY/LBR,2,1.0,0.5,0.5,cooc,0.1412,0.1267,0.1132
37,NC,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.1964,0.0972,0.1092
37,NC,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.1964,0.1185,0.1073
37,NC,STY/POP,STY/POP,2,5.0,0.5,0.5,cooc,0.1412,0.1185,0.1021
37,NC,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1267,0.0755,0.0794
37,NC,CON/CUP,CON/CUP,0,6.0,0.6763,0.3237,cooc,0.1964,0.0785,0.0721
38,ND,CON,CON,0,,1.0,0.0,pure,0.1731,,
38,ND,LBR,LBR,1,,1.0,0.0,pure,0.1718,,
38,ND,STY,STY,2,,1.0,0.0,pure,0.0945,,
38,ND,NAT,NAT,3,,1.0,0.0,pure,0.0523,,
38,ND,LIB,LIB,4,,1.0,0.0,pure,0.0662,,
38,ND,POP,POP,5,,1.0,0.0,pure,0.189,,
38,ND,CUP,CUP,6,,1.0,0.0,pure,0.1439,,
38,ND,OAO,OAO,7,,1.0,0.0,pure,0.0515,,
38,ND,LBR/STY,LBR/STY,1,2.0,0.7,0.3,cooc,0.1718,0.0945,0.2048
38,ND,POP/CON,POP/CON,5,0.0,0.5,0.5,cooc,0.189,0.1731,0.1905
38,ND,POP/CUP,POP/CUP,5,6.0,0.5,0.5,cooc,0.189,0.1439,0.108
38,ND,CON/NAT,CON/NAT,0,3.0,0.6408,0.3592,cooc,0.1731,0.0523,0.096
38,ND,POP/STY,POP/STY,5,2.0,0.7,0.3,cooc,0.189,0.0945,0.0794
38,ND,CON/CUP,CON/CUP,0,6.0,0.7,0.3,cooc,0.1731,0.1439,0.0472
38,ND,POP/LBR,POP/LBR,5,1.0,0.55,0.45,wildcard,0.189,0.1718,
38,ND,CON/LBR,CON/LBR,0,1.0,0.55,0.45,wildcard,0.1731,0.1718,
39,OH,CON,CON,0,,1.0,0.0,pure,0.1989,,
39,OH,LBR,LBR,1,,1.0,0.0,pure,0.1234,,
39,OH,STY,STY,2,,1.0,0.0,pure,0.1337,,
39,OH,NAT,NAT,3,,1.0,0.0,pure,0.0961,,
39,OH,LIB,LIB,4,,1.0,0.0,pure,0.0771,,
39,OH,POP,POP,5,,1.0,0.0,pure,0.1156,,
39,OH,CUP,CUP,6,,1.0,0.0,pure,0.1226,,
39,OH,DSA,DSA,8,,1.0,0.0,pure,0.0544,,
39,OH,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.1989,0.0961,0.1284
39,OH,CON/CUP,CON/CUP,0,6.0,0.7,0.3,cooc,0.1989,0.1226,0.1247
39,OH,STY/LBR,STY/LBR,2,1.0,0.5,0.5,cooc,0.1337,0.1234,0.1189
39,OH,STY/POP,STY/POP,2,5.0,0.5,0.5,cooc,0.1337,0.1156,0.1103
39,OH,CON/POP,CON/POP,0,5.0,0.6994,0.3006,cooc,0.1989,0.1156,0.089
39,OH,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1234,0.0771,0.069
40,OK,CON,CON,0,,1.0,0.0,pure,0.2199,,
40,OK,LBR,LBR,1,,1.0,0.0,pure,0.0913,,
40,OK,STY,STY,2,,1.0,0.0,pure,0.1302,,
40,OK,NAT,NAT,3,,1.0,0.0,pure,0.1211,,
40,OK,LIB,LIB,4,,1.0,0.0,pure,0.0679,,
40,OK,POP,POP,5,,1.0,0.0,pure,0.1256,,
40,OK,CUP,CUP,6,,1.0,0.0,pure,0.1144,,
40,OK,OAO,OAO,7,,1.0,0.0,pure,0.052,,
40,OK,DSA,DSA,8,,1.0,0.0,pure,0.0633,,
40,OK,CON/NAT,CON/NAT,0,3.0,0.5,0.5,cooc,0.2199,0.1211,0.1652
40,OK,STY/POP,STY/POP,2,5.0,0.5,0.5,cooc,0.1302,0.1256,0.1159
40,OK,CON/CUP,CON/CUP,0,6.0,0.7,0.3,cooc,0.2199,0.1144,0.1063
40,OK,CON/POP,CON/POP,0,5.0,0.7,0.3,cooc,0.2199,0.1256,0.1035
40,OK,STY/LBR,STY/LBR,2,1.0,0.5773,0.4227,cooc,0.1302,0.0913,0.0998
40,OK,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.0913,0.0679,0.0742
41,OR,CON,CON,0,,1.0,0.0,pure,0.1278,,
41,OR,LBR,LBR,1,,1.0,0.0,pure,0.1378,,
41,OR,STY,STY,2,,1.0,0.0,pure,0.085,,
41,OR,NAT,NAT,3,,1.0,0.0,pure,0.1291,,
41,OR,LIB,LIB,4,,1.0,0.0,pure,0.1272,,
41,OR,POP,POP,5,,1.0,0.0,pure,0.0958,,
41,OR,CUP,CUP,6,,1.0,0.0,pure,0.0504,,
41,OR,DSA,DSA,8,,1.0,0.0,pure,0.0996,,
41,OR,PRG,PRG,9,,1.0,0.0,pure,0.1157,,
41,OR,LBR/LIB,LBR/LIB,1,4.0,0.5,0.5,cooc,0.1378,0.1272,0.1042
41,OR,LIB/PRG,LIB/PRG,4,9.0,0.5,0.5,cooc,0.1272,0.1157,0.1007
41,OR,LBR/STY,LBR/STY,1,2.0,0.6134,0.3866,cooc,0.1378,0.085,0.1005
41,OR,LBR/DSA,LBR/DSA,1,8.0,0.5,0.5,cooc,0.1378,0.0996,0.0978
41,OR,NAT/POP,NAT/POP,3,5.0,0.7,0.3,cooc,0.1291,0.0958,0.0935
41,OR,CON/POP,CON/POP,0,5.0,0.6809,0.3191,cooc,0.1278,0.0958,0.0862
42,PA,CON,CON,0,,1.0,0.0,pure,0.1959,,
42,PA,LBR,LBR,1,,1.0,0.0,pure,0.1523,,
42,PA,STY,STY,2,,1.0,0.0,pure,0.1103,,
42,PA,NAT,NAT,3,,1.0,0.0,pure,0.0813,,
42,PA,LIB,LIB,4,,1.0,0.0,pure,0.1064,,
42,PA,POP,POP,5,,1.0,0.0,pure,0.0979,,
42,PA,CUP,CUP,6,,1.0,0.0,pure,0.0772,,
42,PA,OAO,OAO,7,,1.0,0.0,pure,0.0588,,
42,PA,DSA,DSA,8,,1.0,0.0,pure,0.0584,,
42,PA,PRG,PRG,9,,1.0,0.0,pure,0.0614,,
