state_fips,state_abbr,total_weight,share_CON,share_SD,share_STY,share_NAT,share_LIB,share_POP,share_CUP,share_DSA,share_PRG
42,PA,2189.525528188798,0.19589433648494822,0.15231030591378025,0.1103207670586987,0.08134732081054499,0.10642637934938276,0.0979387879365827,0.07718483421226931,0.05836215131684736,0.061366019945906444
44,RI,163.32349721252046,0.1379976439869844,0.18637828425430564,0.12168955558422608,0.05272773233956452,0.15729971443192994,0.08988200983653494,0.06181620818152778,0.07602663007752103,0.0644824337535682
45,SC,730.2873741362401,0.20429247181755808,0.1460414558624158,0.15150028796063017,0.10037719732893356,0.06714548837215957,0.10741690523772228,0.08546992851293903,0.07785776749428709,0.021085043556463717
46,SD,141.47968207446456,0.17713332942872745,0.106538425288778,0.15713624467859028,0.11134418950068449,0.06696443948671668,0.10312237226526295,0.13862512689050854,0.05399695575870123,0.0309589046368459
47,TN,1143.4242417308235,0.2759293791137572,0.09258259536369945,0.12869560516510342,0.1327659456738824,0.0408765592153373,0.10031665099437498,0.10467143152373701,0.049150346722716835,0.02196790786382339
48,TX,3555.0723528383005,0.18848924052160212,0.14272610370818783,0.1918199359991485,0.07745010102724938,0.06150129157747221,0.09059322786100446,0.11369250919330688,0.06554749101726487,0.017808610020458394
49,UT,462.14033775990276,0.13348391281885394,0.16928449336789483,0.18205731580636936,0.08433024909724349,0.06827145860680814,0.12288549060965352,0.1072168004382353,0.07466523337996245,0.02527250647409933
50,VT,107.66981767451233,0.12417348679308005,0.1375937667525224,0.08165685537115674,0.03500770805062681,0.12195734772023126,0.057750198776262994,0.07958668128269138,0.06104273846865002,0.21655712429389973
51,VA,1326.7153253861266,0.18035315682808828,0.1661645572093244,0.13252647325167952,0.09101939263873574,0.0906336116333327,0.08763690071531018,0.08782836208038432,0.05650424199373624,0.06689557002081392
53,WA,1221.7758385722857,0.13240149109520757,0.15935631461231092,0.10236605937249423,0.08369442774811775,0.11779351238245443,0.09128093493235052,0.07525456516900149,0.08949646741339264,0.08965312650662667
54,WV,360.2592516454194,0.20704278003948062,0.15699593569289136,0.16141012318609013,0.0899001833378914,0.05080197946905454,0.11883739443523943,0.11076406792087999,0.03507666365556979,0.01608563608294125
55,WI,969.409978341477,0.19551048814753225,0.147886184861648,0.11637739595472457,0.08761828439024992,0.08356130675895124,0.11901342397914753,0.08229901242416603,0.05447441533062356,0.05929224331101062
56,WY,98.29821185117127,0.2331378510899028,0.10623695963643029,0.11133820348607802,0.06386065013545927,0.08681212630428548,0.18692789572754287,0.13686988576554485,0.011961559854651953,0.011271227491392699
