respondent_id,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25,rank_26,rank_27
6576,LIB_1,LIB_2,CTR_1,LIB_3,CTR_2,CTR_3,STY_1,SD_2,SD_1,SD_3,CON_1,STY_2,STY_3,CON_2,REF_1,CON_3,REF_2,REF_3,PRG_2,PRG_1,NAT_1,PRG_3,DSA_1,DSA_2,NAT_2,NAT_3,DSA_3
6577,SD_1,SD_2,SD_3,CON_1,CON_2,CON_3,STY_1,STY_2,REF_1,STY_3,LIB_1,LIB_2,LIB_3,REF_2,REF_3,CTR_3,CTR_1,CTR_2,PRG_1,PRG_2,PRG_3,NAT_2,DSA_1,DSA_2,NAT_1,DSA_3,NAT_3
6578,LIB_3,LIB_1,CTR_1,LIB_2,SD_3,CON_2,SD_1,CTR_2,CTR_3,SD_2,CON_1,CON_3,STY_1,STY_2,STY_3,REF_1,REF_2,REF_3,PRG_2,PRG_1,DSA_2,NAT_2,NAT_1,PRG_3,DSA_1,DSA_3,NAT_3
6579,LIB_1,LIB_2,CTR_2,CTR_1,LIB_3,SD_1,CTR_3,SD_2,STY_1,SD_3,REF_3,STY_2,STY_3,CON_3,CON_1,REF_1,REF_2,CON_2,DSA_1,NAT_3,DSA_2,NAT_1,DSA_3,PRG_3,PRG_1,PRG_2,NAT_2
6580,NAT_3,NAT_1,NAT_2,CON_3,CON_1,REF_1,CON_2,REF_2,REF_3,STY_3,STY_1,STY_2,CTR_2,CTR_1,SD_3,LIB_2,DSA_3,SD_1,LIB_1,DSA_1,CTR_3,DSA_2,LIB_3,SD_2,PRG_1,PRG_2,PRG_3
6581,CON_2,CON_1,CTR_2,CTR_1,CON_3,CTR_3,REF_1,STY_2,STY_1,STY_3,REF_2,SD_3,REF_3,SD_1,SD_2,LIB_2,LIB_1,LIB_3,NAT_1,NAT_2,DSA_2,NAT_3,PRG_1,PRG_2,DSA_1,DSA_3,PRG_3
6582,REF_2,REF_1,STY_2,STY_1,REF_3,CON_3,CON_1,STY_3,CON_2,SD_3,SD_1,SD_2,CTR_2,LIB_3,CTR_1,LIB_1,LIB_2,NAT_2,DSA_2,NAT_1,CTR_3,PRG_1,NAT_3,PRG_2,PRG_3,DSA_1,DSA_3
6583,CTR_2,CON_1,CON_2,CTR_1,CTR_3,CON_3,STY_1,STY_2,REF_3,STY_3,REF_1,REF_2,SD_1,SD_2,SD_3,NAT_3,NAT_1,NAT_2,LIB_2,LIB_1,LIB_3,PRG_2,DSA_3,PRG_1,DSA_1,DSA_2,PRG_3
6584,SD_3,SD_1,STY_1,STY_2,SD_2,REF_1,STY_3,REF_2,REF_3,CON_1,CON_2,CON_3,PRG_2,DSA_3,NAT_2,DSA_1,PRG_1,DSA_2,CTR_3,LIB_2,NAT_1,CTR_1,PRG_3,LIB_1,CTR_2,LIB_3,NAT_3
6585,SD_1,SD_2,LIB_2,LIB_1,LIB_3,STY_3,SD_3,STY_1,PRG_3,CTR_3,PRG_1,CTR_1,STY_2,CTR_2,PRG_2,DSA_3,REF_3,REF_1,REF_2,DSA_1,DSA_2,CON_2,CON_1,CON_3,NAT_3,NAT_1,NAT_2
6586,REF_2,REF_1,CON_2,REF_3,CON_1,CON_3,STY_3,STY_1,STY_2,NAT_3,NAT_1,NAT_2,SD_1,SD_2,SD_3,LIB_2,PRG_1,LIB_1,CTR_1,PRG_2,PRG_3,DSA_3,CTR_2,DSA_1,DSA_2,LIB_3,CTR_3
6587,STY_2,STY_1,STY_3,SD_3,SD_1,SD_2,REF_1,REF_2,REF_3,DSA_2,DSA_1,DSA_3,CON_3,CON_1,CON_2,LIB_2,NAT_3,NAT_1,CTR_1,CTR_2,PRG_1,PRG_2,LIB_1,NAT_2,PRG_3,CTR_3,LIB_3
6588,LIB_1,LIB_2,LIB_3,PRG_1,DSA_2,SD_2,SD_1,PRG_2,PRG_3,DSA_1,SD_3,DSA_3,STY_2,STY_1,STY_3,CTR_2,CTR_1,CTR_3,REF_2,REF_1,REF_3,CON_2,NAT_3,NAT_1,NAT_2,CON_1,CON_3
6589,REF_1,CON_2,REF_2,CON_1,CON_3,REF_3,STY_2,STY_1,STY_3,NAT_1,NAT_2,NAT_3,SD_2,CTR_3,CTR_1,SD_1,CTR_2,SD_3,LIB_3,LIB_1,PRG_3,PRG_1,DSA_1,DSA_2,LIB_2,DSA_3,PRG_2
6590,LIB_3,SD_3,SD_1,LIB_1,LIB_2,SD_2,CTR_3,CTR_1,REF_3,CTR_2,STY_3,STY_1,STY_2,PRG_3,DSA_2,REF_1,DSA_1,PRG_1,DSA_3,PRG_2,REF_2,CON_3,NAT_3,NAT_1,CON_1,NAT_2,CON_2
6591,REF_1,REF_2,STY_2,STY_1,REF_3,STY_3,CTR_1,CTR_2,CTR_3,SD_2,SD_1,CON_2,SD_3,CON_1,CON_3,PRG_3,PRG_1,NAT_2,DSA_2,DSA_1,NAT_1,LIB_3,LIB_1,NAT_3,DSA_3,LIB_2,PRG_2
6592,DSA_1,DSA_2,SD_3,DSA_3,SD_1,SD_2,STY_1,STY_2,STY_3,LIB_2,LIB_1,LIB_3,PRG_3,PRG_1,PRG_2,CTR_2,CTR_1,CTR_3,REF_3,REF_1,REF_2,CON_1,NAT_3,CON_2,NAT_1,CON_3,NAT_2
6593,CON_3,CON_1,CON_2,REF_3,REF_1,STY_1,REF_2,STY_2,STY_3,SD_2,SD_1,SD_3,CTR_1,CTR_2,CTR_3,NAT_2,NAT_1,NAT_3,LIB_1,PRG_2,PRG_1,LIB_2,DSA_1,DSA_2,PRG_3,DSA_3,LIB_3
6594,REF_1,REF_2,STY_3,STY_1,REF_3,STY_2,CON_1,CON_2,SD_1,CON_3,SD_2,SD_3,CTR_3,NAT_1,PRG_3,DSA_3,LIB_2,PRG_1,PRG_2,CTR_1,NAT_2,DSA_1,DSA_2,LIB_1,LIB_3,NAT_3,CTR_2
6595,CTR_2,SD_2,CON_2,CTR_1,CON_1,SD_1,CTR_3,SD_3,CON_3,STY_2,STY_1,STY_3,REF_2,REF_1,LIB_2,LIB_1,LIB_3,REF_3,NAT_1,PRG_3,NAT_2,DSA_2,DSA_1,DSA_3,PRG_1,PRG_2,NAT_3
6596,CON_2,CON_1,REF_1,REF_2,REF_3,STY_2,CON_3,STY_1,SD_3,SD_1,SD_2,STY_3,CTR_3,CTR_1,CTR_2,NAT_3,NAT_1,PRG_2,DSA_1,NAT_2,LIB_1,LIB_2,DSA_2,LIB_3,PRG_1,DSA_3,PRG_3
6597,DSA_1,PRG_3,PRG_1,DSA_2,DSA_3,PRG_2,LIB_2,LIB_1,LIB_3,SD_2,SD_1,SD_3,STY_1,STY_2,STY_3,CTR_3,CTR_1,CTR_2,REF_2,REF_1,NAT_2,CON_2,NAT_1,CON_1,CON_3,NAT_3,REF_3
6598,SD_3,STY_3,STY_1,STY_2,SD_1,SD_2,DSA_1,DSA_2,DSA_3,REF_2,REF_1,REF_3,CTR_2,PRG_2,LIB_3,CON_1,CON_2,LIB_1,LIB_2,CTR_1,NAT_1,NAT_2,NAT_3,PRG_1,CTR_3,CON_3,PRG_3
6599,NAT_2,CON_1,NAT_1,CTR_2,CON_2,NAT_3,CON_3,CTR_1,CTR_3,REF_1,REF_2,REF_3,STY_1,STY_2,STY_3,LIB_1,PRG_2,LIB_2,DSA_2,PRG_1,DSA_1,DSA_3,SD_1,LIB_3,SD_2,SD_3,PRG_3
6600,NAT_3,NAT_1,NAT_2,CON_1,CTR_1,REF_2,CTR_2,CTR_3,CON_2,REF_1,CON_3,REF_3,STY_1,STY_2,STY_3,SD_2,DSA_2,PRG_2,SD_1,SD_3,LIB_3,LIB_1,DSA_1,PRG_1,PRG_3,DSA_3,LIB_2
6601,LIB_3,LIB_1,LIB_2,CTR_2,SD_3,SD_1,SD_2,CTR_1,STY_3,CTR_3,STY_1,STY_2,PRG_3,REF_3,REF_1,REF_2,PRG_1,PRG_2,DSA_1,DSA_2,DSA_3,NAT_3,CON_1,NAT_1,CON_2,NAT_2,CON_3
6602,REF_1,STY_1,REF_2,REF_3,STY_2,STY_3,CON_2,CON_1,CON_3,SD_1,SD_2,SD_3,PRG_1,DSA_3,CTR_3,LIB_3,NAT_1,LIB_1,CTR_1,PRG_2,DSA_1,DSA_2,PRG_3,NAT_2,LIB_2,CTR_2,NAT_3
6603,LIB_1,LIB_2,LIB_3,SD_1,SD_2,SD_3,STY_2,CTR_1,CTR_2,CTR_3,STY_1,STY_3,PRG_3,REF_2,REF_1,PRG_1,PRG_2,REF_3,DSA_3,DSA_1,DSA_2,CON_3,CON_1,CON_2,NAT_2,NAT_1,NAT_3
6604,CTR_2,CTR_1,STY_2,REF_2,REF_1,STY_1,CTR_3,STY_3,REF_3,SD_1,SD_2,SD_3,CON_2,CON_1,CON_3,LIB_3,LIB_1,NAT_2,LIB_2,DSA_3,PRG_3,NAT_1,DSA_1,DSA_2,PRG_1,NAT_3,PRG_2
6605,NAT_2,NAT_1,CON_1,NAT_3,CON_2,REF_2,REF_1,REF_3,CON_3,STY_1,STY_2,STY_3,CTR_2,CTR_1,CTR_3,SD_3,DSA_1,SD_1,SD_2,DSA_2,PRG_1,PRG_2,PRG_3,LIB_3,LIB_1,LIB_2,DSA_3
6606,CON_3,CON_1,CON_2,REF_1,STY_2,REF_2,STY_1,REF_3,STY_3,CTR_2,CTR_1,CTR_3,SD_1,SD_2,SD_3,LIB_1,PRG_3,DSA_2,NAT_3,PRG_1,DSA_1,PRG_2,NAT_1,LIB_2,DSA_3,NAT_2,LIB_3
6607,NAT_2,CTR_1,CON_3,NAT_1,CON_1,CON_2,NAT_3,CTR_2,CTR_3,REF_1,REF_2,REF_3,STY_2,STY_1,STY_3,SD_3,SD_1,SD_2,PRG_3,DSA_3,LIB_2,LIB_1,LIB_3,DSA_1,PRG_1,PRG_2,DSA_2
6608,REF_1,REF_2,REF_3,STY_3,STY_1,STY_2,CTR_3,CTR_1,CTR_2,CON_2,CON_1,SD_2,CON_3,SD_1,SD_3,DSA_1,DSA_2,PRG_2,PRG_1,LIB_2,NAT_3,LIB_1,NAT_1,DSA_3,PRG_3,LIB_3,NAT_2
6609,LIB_1,LIB_2,LIB_3,SD_2,SD_1,CTR_2,CTR_1,STY_3,SD_3,STY_1,CTR_3,STY_2,REF_3,REF_1,CON_1,REF_2,CON_2,CON_3,DSA_2,DSA_1,DSA_3,PRG_2,NAT_1,PRG_1,NAT_2,NAT_3,PRG_3
6610,LIB_1,CON_1,LIB_2,LIB_3,SD_1,CTR_2,CON_2,STY_1,SD_2,CTR_1,STY_2,SD_3,STY_3,CON_3,CTR_3,REF_1,REF_2,REF_3,DSA_2,PRG_3,NAT_2,DSA_1,PRG_1,PRG_2,NAT_1,NAT_3,DSA_3
6611,CTR_1,CON_3,CON_1,CTR_2,CON_2,CTR_3,SD_1,REF_1,STY_2,STY_1,STY_3,REF_2,REF_3,SD_2,SD_3,LIB_2,LIB_1,LIB_3,NAT_1,PRG_2,NAT_2,PRG_1,NAT_3,PRG_3,DSA_3,DSA_1,DSA_2
6612,CON_2,CTR_3,CTR_1,CON_1,CON_3,CTR_2,STY_1,REF_1,REF_2,STY_2,REF_3,STY_3,SD_2,SD_1,SD_3,NAT_3,NAT_1,NAT_2,PRG_3,PRG_1,LIB_3,LIB_1,LIB_2,DSA_2,PRG_2,DSA_1,DSA_3
6613,STY_1,CON_1,CTR_1,CON_2,CTR_2,CTR_3,CON_3,REF_1,REF_2,STY_2,REF_3,STY_3,SD_1,SD_2,SD_3,DSA_2,NAT_1,NAT_2,PRG_2,LIB_1,PRG_1,NAT_3,PRG_3,LIB_2,DSA_1,LIB_3,DSA_3
6614,CTR_2,CTR_1,CTR_3,SD_3,STY_1,SD_1,STY_2,SD_2,STY_3,REF_2,REF_1,REF_3,LIB_3,LIB_1,LIB_2,CON_2,CON_1,CON_3,PRG_1,PRG_2,DSA_2,NAT_1,NAT_2,NAT_3,DSA_1,DSA_3,PRG_3
6615,PRG_3,SD_3,LIB_2,PRG_1,LIB_1,PRG_2,LIB_3,DSA_1,SD_1,DSA_2,DSA_3,SD_2,CTR_2,STY_3,STY_1,STY_2,CTR_1,CTR_3,CON_1,CON_2,REF_1,REF_2,NAT_3,NAT_1,REF_3,CON_3,NAT_2
6616,REF_1,REF_2,REF_3,STY_2,STY_1,STY_3,LIB_3,CON_2,CON_1,DSA_3,DSA_1,CON_3,SD_3,SD_1,PRG_2,DSA_2,NAT_3,CTR_2,LIB_1,PRG_1,LIB_2,NAT_1,CTR_1,PRG_3,SD_2,NAT_2,CTR_3
6617,REF_1,REF_2,REF_3,STY_3,STY_1,CON_1,CTR_1,CON_2,CTR_2,STY_2,CON_3,CTR_3,NAT_3,NAT_1,NAT_2,PRG_2,LIB_2,SD_1,SD_2,SD_3,LIB_1,PRG_1,DSA_2,DSA_1,DSA_3,LIB_3,PRG_3
6618,SD_2,SD_1,DSA_2,SD_3,DSA_1,DSA_3,STY_2,PRG_3,LIB_3,STY_1,LIB_1,PRG_1,LIB_2,STY_3,PRG_2,CTR_1,CTR_2,CON_2,CTR_3,REF_1,CON_1,REF_2,NAT_1,REF_3,NAT_2,NAT_3,CON_3
6619,STY_1,CON_1,CON_2,STY_2,REF_1,REF_2,CON_3,STY_3,SD_1,REF_3,SD_2,SD_3,PRG_2,NAT_2,NAT_1,LIB_2,DSA_2,DSA_1,NAT_3,CTR_3,CTR_1,LIB_1,DSA_3,PRG_1,PRG_3,CTR_2,LIB_3
6620,CON_2,SD_2,CON_1,CON_3,REF_2,SD_1,STY_3,STY_1,REF_1,SD_3,STY_2,REF_3,DSA_3,PRG_2,CTR_3,CTR_1,NAT_1,CTR_2,LIB_3,PRG_1,NAT_2,DSA_1,LIB_1,LIB_2,DSA_2,PRG_3,NAT_3
6621,CON_2,CON_1,STY_2,STY_1,CON_3,STY_3,SD_3,SD_1,SD_2,REF_1,REF_2,REF_3,CTR_1,LIB_2,CTR_2,LIB_1,CTR_3,LIB_3,PRG_1,NAT_3,DSA_2,DSA_1,NAT_1,NAT_2,PRG_2,PRG_3,DSA_3
6622,LIB_2,LIB_1,SD_3,LIB_3,CTR_2,SD_1,CTR_1,SD_2,CTR_3,STY_1,STY_2,STY_3,REF_2,REF_1,REF_3,CON_1,CON_2,CON_3,DSA_3,PRG_2,PRG_1,NAT_3,NAT_1,NAT_2,PRG_3,DSA_1,DSA_2
6623,CON_2,CON_1,CTR_2,CTR_1,CTR_3,CON_3,STY_1,SD_1,REF_1,STY_2,SD_2,STY_3,REF_2,SD_3,REF_3,LIB_2,LIB_1,LIB_3,NAT_3,NAT_1,NAT_2,DSA_2,PRG_3,DSA_1,PRG_1,PRG_2,DSA_3
6624,SD_1,CTR_3,CTR_1,STY_1,CTR_2,STY_2,SD_2,STY_3,SD_3,REF_3,REF_1,REF_2,LIB_3,LIB_1,LIB_2,DSA_1,PRG_1,DSA_2,CON_2,CON_1,NAT_3,NAT_1,NAT_2,DSA_3,PRG_2,PRG_3,CON_3
6625,REF_1,CON_2,CON_1,CON_3,REF_2,STY_1,STY_2,STY_3,REF_3,SD_1,SD_2,SD_3,NAT_1,NAT_2,NAT_3,PRG_2,PRG_1,LIB_2,DSA_2,CTR_3,PRG_3,LIB_1,CTR_1,LIB_3,DSA_1,CTR_2,DSA_3
6626,NAT_1,NAT_2,NAT_3,REF_3,CON_3,CON_1,CON_2,REF_1,REF_2,STY_3,STY_1,STY_2,DSA_2,CTR_1,DSA_1,LIB_1,PRG_3,LIB_2,SD_2,PRG_1,DSA_3,CTR_2,SD_1,CTR_3,PRG_2,LIB_3,SD_3
6627,REF_1,CON_1,CON_2,CON_3,STY_1,REF_2,STY_2,REF_3,SD_2,CTR_1,STY_3,SD_1,SD_3,CTR_2,CTR_3,NAT_1,NAT_2,NAT_3,LIB_3,LIB_1,PRG_3,DSA_3,DSA_1,PRG_1,PRG_2,DSA_2,LIB_2
6628,CON_3,CTR_2,CON_1,CTR_1,CTR_3,CON_2,REF_3,REF_1,STY_1,REF_2,STY_2,STY_3,SD_2,SD_1,SD_3,NAT_1,NAT_2,NAT_3,DSA_1,PRG_1,LIB_1,PRG_2,PRG_3,LIB_2,DSA_2,LIB_3,DSA_3
6629,CON_2,REF_2,CON_1,CON_3,REF_1,REF_3,STY_2,STY_1,STY_3,NAT_1,NAT_2,NAT_3,SD_1,SD_2,SD_3,PRG_1,CTR_2,CTR_1,PRG_2,PRG_3,LIB_1,DSA_3,LIB_2,DSA_1,CTR_3,LIB_3,DSA_2
6630,NAT_2,NAT_1,NAT_3,CON_1,CON_2,CON_3,REF_2,REF_1,REF_3,CTR_3,STY_1,CTR_1,CTR_2,STY_2,STY_3,SD_1,PRG_1,DSA_1,PRG_2,LIB_3,SD_2,LIB_1,SD_3,PRG_3,DSA_2,LIB_2,DSA_3
6631,SD_2,SD_1,SD_3,STY_3,STY_1,STY_2,LIB_3,LIB_1,LIB_2,REF_1,CTR_1,CTR_2,CTR_3,REF_2,REF_3,DSA_1,DSA_2,DSA_3,PRG_3,CON_3,CON_1,CON_2,NAT_3,PRG_1,PRG_2,NAT_1,NAT_2
6632,LIB_2,SD_1,SD_2,LIB_1,LIB_3,CTR_2,SD_3,CTR_1,CTR_3,CON_1,REF_3,CON_2,STY_1,STY_2,REF_1,STY_3,REF_2,CON_3,PRG_1,PRG_2,PRG_3,NAT_3,DSA_3,DSA_1,DSA_2,NAT_1,NAT_2
6633,CTR_1,CTR_2,CON_1,CTR_3,CON_2,CON_3,STY_3,REF_2,STY_1,REF_1,STY_2,REF_3,NAT_2,NAT_1,NAT_3,SD_1,SD_2,SD_3,PRG_2,LIB_3,PRG_1,LIB_1,DSA_1,PRG_3,DSA_2,LIB_2,DSA_3
6634,CON_1,CON_2,REF_3,CON_3,STY_1,STY_2,REF_1,STY_3,CTR_1,CTR_2,CTR_3,REF_2,SD_2,SD_1,SD_3,PRG_2,LIB_2,PRG_1,DSA_1,NAT_1,NAT_2,DSA_2,LIB_1,NAT_3,LIB_3,PRG_3,DSA_3
6635,CON_3,CON_1,REF_2,NAT_2,CON_2,NAT_1,REF_1,NAT_3,REF_3,STY_2,STY_1,STY_3,CTR_3,CTR_1,CTR_2,SD_2,PRG_2,PRG_1,SD_1,PRG_3,LIB_1,SD_3,DSA_1,LIB_2,DSA_2,DSA_3,LIB_3
6636,CON_2,CON_1,STY_3,SD_2,CON_3,STY_1,SD_1,SD_3,STY_2,REF_3,REF_1,REF_2,PRG_1,LIB_1,CTR_1,LIB_2,LIB_3,PRG_2,NAT_1,CTR_2,DSA_2,DSA_1,NAT_2,DSA_3,PRG_3,CTR_3,NAT_3
6637,CON_1,STY_2,SD_3,SD_1,SD_2,STY_1,STY_3,CON_2,CON_3,REF_2,REF_1,REF_3,NAT_2,DSA_1,DSA_2,NAT_1,PRG_1,DSA_3,LIB_1,LIB_2,NAT_3,CTR_1,LIB_3,PRG_2,CTR_2,PRG_3,CTR_3
6638,CON_3,CTR_1,CON_1,CTR_2,CTR_3,STY_2,CON_2,REF_2,REF_1,STY_1,STY_3,REF_3,SD_1,SD_2,SD_3,DSA_1,LIB_2,PRG_2,LIB_1,LIB_3,NAT_3,DSA_2,PRG_1,DSA_3,NAT_1,NAT_2,PRG_3
6639,CON_2,CON_1,CON_3,CTR_1,CTR_2,CTR_3,NAT_1,NAT_2,REF_2,REF_1,NAT_3,REF_3,STY_3,STY_1,STY_2,SD_3,SD_1,SD_2,PRG_3,DSA_3,LIB_1,DSA_1,LIB_2,LIB_3,PRG_1,PRG_2,DSA_2
6640,LIB_1,LIB_2,LIB_3,SD_2,CTR_2,SD_1,CTR_1,SD_3,CTR_3,CON_2,CON_1,STY_3,STY_1,CON_3,STY_2,REF_1,REF_2,REF_3,DSA_2,DSA_1,PRG_3,DSA_3,NAT_3,PRG_1,NAT_1,PRG_2,NAT_2
6641,STY_1,SD_1,STY_2,SD_2,SD_3,STY_3,DSA_2,REF_1,REF_2,DSA_1,DSA_3,REF_3,CTR_1,LIB_3,CON_1,CTR_2,NAT_2,LIB_1,PRG_1,PRG_2,CTR_3,PRG_3,LIB_2,CON_2,NAT_1,CON_3,NAT_3
6642,CON_2,CON_1,NAT_3,NAT_1,CON_3,NAT_2,REF_2,REF_1,REF_3,STY_2,STY_1,STY_3,CTR_2,CTR_1,CTR_3,SD_3,LIB_3,PRG_1,LIB_1,DSA_3,SD_1,SD_2,LIB_2,PRG_2,DSA_1,DSA_2,PRG_3
6643,SD_1,SD_2,SD_3,LIB_3,LIB_1,LIB_2,STY_2,CTR_2,STY_1,STY_3,CTR_1,CTR_3,REF_3,REF_1,REF_2,DSA_2,DSA_1,DSA_3,PRG_1,NAT_3,NAT_1,CON_3,CON_1,PRG_2,NAT_2,CON_2,PRG_3
6644,CON_1,CON_2,CTR_1,NAT_3,CON_3,CTR_2,CTR_3,NAT_1,NAT_2,REF_1,REF_2,REF_3,STY_2,STY_1,STY_3,SD_2,SD_1,SD_3,LIB_3,LIB_1,DSA_1,PRG_3,DSA_2,PRG_1,LIB_2,PRG_2,DSA_3
6645,CTR_2,CTR_1,REF_3,CTR_3,REF_1,STY_1,REF_2,STY_2,SD_2,STY_3,SD_1,SD_3,CON_3,CON_1,CON_2,LIB_1,LIB_2,PRG_1,LIB_3,DSA_1,DSA_2,NAT_3,PRG_2,NAT_1,PRG_3,DSA_3,NAT_2
6646,CON_1,CON_2,REF_3,CON_3,REF_1,CTR_2,STY_2,CTR_1,CTR_3,REF_2,STY_1,STY_3,SD_2,SD_1,SD_3,NAT_3,NAT_1,NAT_2,LIB_1,PRG_3,DSA_3,LIB_2,PRG_1,PRG_2,DSA_1,LIB_3,DSA_2
6647,SD_1,SD_2,SD_3,STY_1,STY_2,CTR_1,REF_1,STY_3,CTR_2,CTR_3,REF_2,REF_3,LIB_2,LIB_1,LIB_3,CON_3,NAT_2,DSA_1,DSA_2,CON_1,PRG_2,DSA_3,PRG_1,PRG_3,CON_2,NAT_1,NAT_3
6648,LIB_1,SD_1,LIB_2,SD_2,SD_3,LIB_3,CTR_1,CTR_2,CTR_3,STY_1,STY_2,REF_1,STY_3,PRG_1,REF_2,REF_3,PRG_2,PRG_3,DSA_3,DSA_1,DSA_2,CON_3,CON_1,NAT_1,CON_2,NAT_2,NAT_3
6649,CON_3,CON_1,CON_2,REF_1,SD_1,STY_1,STY_2,SD_2,STY_3,REF_2,REF_3,SD_3,NAT_3,PRG_2,DSA_1,NAT_1,NAT_2,CTR_2,LIB_3,CTR_1,CTR_3,LIB_1,LIB_2,PRG_1,PRG_3,DSA_2,DSA_3
6650,SD_2,DSA_1,DSA_2,DSA_3,SD_1,SD_3,STY_3,STY_1,STY_2,LIB_2,LIB_1,LIB_3,REF_2,CON_2,NAT_1,CTR_2,REF_1,REF_3,CTR_1,PRG_2,PRG_1,CTR_3,NAT_2,CON_1,PRG_3,CON_3,NAT_3
6651,NAT_2,NAT_1,NAT_3,CON_1,REF_2,REF_1,CON_2,CON_3,REF_3,STY_3,STY_1,STY_2,LIB_1,PRG_2,CTR_1,DSA_1,LIB_2,SD_1,SD_2,DSA_2,LIB_3,PRG_1,DSA_3,CTR_2,PRG_3,CTR_3,SD_3
6652,REF_2,CON_1,STY_2,STY_1,STY_3,REF_1,CON_2,CON_3,REF_3,SD_1,SD_2,SD_3,CTR_2,CTR_1,CTR_3,PRG_3,NAT_1,LIB_3,DSA_1,PRG_1,NAT_2,DSA_2,PRG_2,DSA_3,LIB_1,NAT_3,LIB_2
6653,CON_3,CON_1,CON_2,CTR_3,CTR_1,CTR_2,NAT_2,REF_1,REF_2,STY_3,REF_3,NAT_1,STY_1,STY_2,NAT_3,SD_2,SD_1,SD_3,PRG_1,PRG_2,DSA_2,LIB_3,DSA_1,LIB_1,DSA_3,LIB_2,PRG_3
6654,NAT_1,CON_3,NAT_2,CON_1,NAT_3,REF_1,CON_2,REF_2,REF_3,STY_1,CTR_3,STY_2,STY_3,CTR_1,CTR_2,DSA_1,PRG_1,SD_2,DSA_2,LIB_1,LIB_2,PRG_2,PRG_3,DSA_3,SD_1,LIB_3,SD_3
6655,LIB_2,LIB_1,CTR_1,STY_1,LIB_3,CTR_2,SD_3,SD_1,CTR_3,STY_2,SD_2,STY_3,REF_2,CON_2,CON_1,CON_3,REF_1,REF_3,NAT_3,DSA_3,PRG_1,DSA_1,NAT_1,DSA_2,PRG_2,PRG_3,NAT_2
6656,LIB_1,LIB_2,LIB_3,SD_2,SD_1,SD_3,CTR_3,STY_2,STY_1,STY_3,PRG_3,CTR_1,CTR_2,DSA_1,PRG_1,DSA_2,PRG_2,DSA_3,REF_2,REF_1,REF_3,NAT_1,CON_1,NAT_2,NAT_3,CON_2,CON_3
6657,NAT_3,NAT_1,REF_2,REF_1,REF_3,NAT_2,CON_1,CON_2,CON_3,STY_2,STY_1,STY_3,DSA_2,DSA_1,CTR_3,PRG_1,SD_3,LIB_3,PRG_2,PRG_3,CTR_1,LIB_1,LIB_2,DSA_3,SD_1,CTR_2,SD_2
6658,LIB_1,LIB_2,LIB_3,CTR_1,CTR_2,CTR_3,SD_2,SD_1,SD_3,STY_1,STY_2,STY_3,REF_2,REF_1,REF_3,CON_3,CON_1,CON_2,PRG_2,PRG_1,PRG_3,DSA_2,DSA_1,NAT_1,NAT_2,DSA_3,NAT_3
6659,CON_2,STY_1,CON_1,CON_3,REF_1,SD_1,REF_2,REF_3,STY_2,STY_3,SD_2,SD_3,CTR_1,CTR_2,CTR_3,DSA_3,NAT_3,NAT_1,LIB_3,NAT_2,DSA_1,DSA_2,PRG_2,LIB_1,LIB_2,PRG_1,PRG_3
6660,NAT_1,NAT_2,NAT_3,REF_2,REF_1,REF_3,CON_3,CON_1,CON_2,STY_1,STY_2,STY_3,SD_3,CTR_3,LIB_2,DSA_3,LIB_1,DSA_1,CTR_1,SD_1,SD_2,PRG_3,LIB_3,PRG_1,CTR_2,DSA_2,PRG_2
6661,NAT_2,NAT_1,CON_1,CON_2,CTR_3,CON_3,NAT_3,REF_3,CTR_1,CTR_2,REF_1,REF_2,STY_3,STY_1,STY_2,SD_1,DSA_3,LIB_3,DSA_1,SD_2,PRG_1,DSA_2,LIB_1,LIB_2,SD_3,PRG_2,PRG_3
6662,CON_3,CTR_2,NAT_2,CON_1,CON_2,CTR_1,CTR_3,NAT_1,NAT_3,REF_3,REF_1,REF_2,STY_1,STY_2,STY_3,DSA_3,DSA_1,LIB_1,LIB_2,SD_1,SD_2,PRG_2,LIB_3,PRG_1,DSA_2,PRG_3,SD_3
6663,REF_1,REF_2,REF_3,STY_1,CON_3,STY_2,STY_3,CON_1,CON_2,SD_3,SD_1,CTR_1,SD_2,CTR_2,CTR_3,DSA_3,NAT_2,NAT_1,PRG_3,DSA_1,LIB_3,NAT_3,LIB_1,PRG_1,LIB_2,PRG_2,DSA_2
6664,NAT_1,NAT_2,CON_1,CON_2,CON_3,NAT_3,REF_2,REF_1,REF_3,CTR_3,CTR_1,STY_2,CTR_2,STY_1,STY_3,SD_2,SD_1,DSA_1,SD_3,PRG_1,PRG_2,DSA_2,LIB_2,DSA_3,LIB_1,PRG_3,LIB_3
6665,SD_1,LIB_2,SD_2,SD_3,LIB_1,LIB_3,STY_2,STY_1,STY_3,CTR_2,CTR_1,CTR_3,REF_2,REF_1,REF_3,DSA_1,DSA_2,DSA_3,CON_2,PRG_1,CON_1,NAT_1,PRG_2,PRG_3,NAT_2,CON_3,NAT_3
