,caseid,countyfips,cd119
43469,1903885162.0,23005,1
43470,1899869874.0,29510,1
43471,1899885168.0,48265,21
43472,1902222940.0,17031,9
43473,1899882150.0,47105,2
43474,1905273498.0,38035,1
43475,1898313990.0,40109,5
43476,1905307958.0,12015,17
43477,1902192168.0,24023,6
43478,1905313738.0,06007,1
43479,1902147108.0,06037,32
43480,1899859396.0,26065,7
43481,1898323414.0,11001,1
43482,1902189664.0,47093,2
43483,1899861482.0,17089,11
43484,1894283324.0,39015,2
43485,1902166036.0,53067,10
43486,1899899378.0,47163,1
43487,1900227628.0,17179,16
43488,1897881944.0,09001,4
43489,1900236766.0,19141,4
43490,1898323532.0,45051,7
43491,1899867008.0,48085,3
43492,1905313668.0,24510,7
43493,1905080292.0,51083,5
43494,1899887618.0,36061,12
43495,1899866766.0,51059,11
43496,1898314934.0,55079,4
43497,1896008606.0,01009,4
43498,1902189042.0,29510,1
43499,1900224274.0,42101,3
43500,1904538388.0,12081,16
43501,1894286200.0,24045,1
43502,1903856392.0,13223,14
43503,1888329828.0,51810,2
43504,1899903050.0,53073,2
43505,1899899918.0,37183,2
43506,1894274720.0,42101,3
43507,1898328170.0,34027,11
43508,1899890288.0,42089,8
43509,1899871898.0,18173,8
43510,1899864496.0,29099,8
43511,1900241586.0,33011,2
43512,1902146444.0,37025,8
43513,1899858296.0,37119,8
43514,1900240522.0,36007,19
43515,1899891236.0,37123,8
43516,1899867214.0,12011,23
43517,1899864084.0,12115,17
43518,1902145642.0,24033,4
43519,1899901930.0,36021,19
43520,1899890584.0,47085,7
43521,1900241670.0,29189,2
43522,1903870182.0,01057,4
43523,1902169412.0,21085,2
43524,1899902076.0,27053,3
43525,1898324290.0,16001,2
43526,1895698272.0,42045,5
43527,1905319960.0,29047,5
43528,1904537340.0,48201,18
43529,1902165532.0,25011,2
43530,1899862218.0,48029,21
43531,1903867282.0,12117,7
43532,1899860598.0,41039,4
43533,1899861174.0,25009,3
43534,1903901916.0,18097,7
43535,1905390890.0,36005,15
43536,1900221514.0,12115,17
43537,1902206232.0,25017,5
43538,1905383924.0,47173,2
43539,1905405904.0,48309,17
43540,1904554818.0,41039,4
43541,1898313224.0,36067,22
43542,1899887032.0,45079,2
43543,1905399638.0,51165,6
43544,1902286102.0,09003,1
43545,1900221900.0,34003,5
43546,1895515446.0,12127,7
43547,1905261702.0,13057,11
43548,1899860884.0,39053,2
43549,1902148440.0,40109,5
43550,1899891748.0,47149,4
43551,1899882106.0,51107,10
43552,1898316506.0,37021,11
43553,1900238638.0,36047,11
43554,1902147220.0,12031,4
43555,1902148148.0,42101,3
43556,1895512846.0,26077,4
43557,1898330426.0,48039,22
43558,1903902262.0,29229,8
43559,1902169280.0,09009,3
43560,1899889064.0,34013,10
43561,1904017602.0,13121,5
43562,1899882440.0,30087,2
43563,1902107556.0,48453,35
43564,1895520868.0,42003,17
43565,1900226176.0,41005,3
43566,1899857824.0,17031,9
43567,1899869968.0,04013,9
43568,1902278082.0,42051,14
43569,1894279186.0,47163,1
43570,1902221128.0,34005,3
43571,1902166240.0,51041,4
43572,1899866138.0,34021,3
43573,1903868554.0,53073,2
43574,1905429692.0,48303,19
43575,1899869338.0,12061,8
43576,1904537094.0,04013,8
43577,1902146196.0,24005,2
43578,1902241708.0,51550,2
43579,1902147790.0,17031,6
43580,1894288498.0,12005,2
43581,1903924842.0,27123,4
43582,1899869256.0,06115,1
43583,1902106992.0,24003,3
43584,1902217552.0,05119,2
43585,1902218644.0,47163,1
43586,1904553336.0,12083,3
43587,1899865834.0,48453,37
43588,1900223174.0,13089,4
43589,1903997060.0,13067,11
43590,1902196782.0,13133,10
43591,1902132536.0,08001,8
43592,1899860368.0,39093,5
43593,1898326614.0,36085,11
43594,1899869774.0,35001,1
43595,1899869156.0,09011,2
43596,1902167210.0,51059,11
43597,1896010072.0,17201,17
43598,1899882302.0,12117,7
43599,1899865224.0,37189,5
43600,1902189536.0,36047,8
43601,1904562162.0,37119,12
43602,1900241758.0,55037,7
43603,1899864930.0,17037,14
43604,1902127052.0,37183,2
43605,1899887444.0,18097,7
43606,1900241166.0,12071,19
43607,1898329456.0,26125,12
43608,1900222188.0,06013,10
43609,1899903182.0,25017,7
43610,1902133104.0,51087,1
43611,1904560802.0,06071,23
43612,1902218908.0,17097,9
43613,1899868482.0,48309,17
43614,1899899994.0,08031,1
43615,1899860898.0,37063,4
43616,1902107212.0,27013,1
43617,1902105656.0,26163,13
43618,1898319160.0,53033,8
43619,1903868202.0,47001,3
43620,1905379022.0,21111,3
43621,1897859920.0,18157,4
43622,1898318288.0,16019,2
43623,1899881600.0,25005,4
43624,1898314480.0,17037,14
43625,1895526052.0,55029,8
43626,1905295256.0,17197,14
43627,1898315688.0,26125,11
43628,1895512336.0,51051,9
43629,1899887526.0,12099,22
43630,1899863730.0,40017,3
43631,1894274072.0,37013,3
43632,1904562132.0,36061,13
43633,1899883774.0,41053,6
43634,1898327216.0,32003,1
43635,1904018472.0,13227,9
43636,1898331090.0,26161,6
43637,1899902904.0,08041,5
43638,1898329330.0,37023,14
43639,1905533850.0,48187,15
43640,1902169064.0,18141,2
43641,1902220254.0,47037,5
43642,1900241300.0,12009,8
43643,1904564376.0,13129,11
43644,1902288772.0,06037,30
43645,1902208988.0,17031,1
43646,1899881470.0,47187,7
43647,1902190246.0,44007,2
43648,1899858736.0,06023,2
43649,1900239678.0,17119,13
43650,1894284444.0,12011,20
43651,1899863820.0,04013,5
43652,1903905688.0,08005,6
43653,1898324608.0,56025,1
43654,1905579848.0,45041,7
43655,1902107456.0,42059,14
43656,1900223322.0,49007,3
43657,1895512462.0,42055,13
43658,1902288494.0,45045,4
43659,1899885102.0,04025,2
43660,1895697140.0,18019,9
43661,1899863456.0,05015,3
43662,1902134296.0,48303,19
43663,1903856178.0,06037,36
43664,1899868360.0,48439,12
43665,1899862254.0,08069,2
43666,1904569912.0,36061,12
43667,1903855084.0,40151,3
43668,1905731594.0,11001,1
43669,1902108726.0,21111,3
43670,1895522818.0,06019,20
43671,1899890944.0,34025,6
43672,1900237466.0,55071,6
43673,1905733204.0,48453,17
43674,1902166652.0,48091,21
43675,1903901894.0,53061,2
43676,1899887804.0,26065,7
43677,1902287834.0,06037,29
43678,1900220508.0,29013,4
43679,1899888700.0,26163,13
43680,1898315644.0,34007,1
43681,1900237612.0,42133,10
43682,1903855620.0,08031,1
43683,1895697166.0,17031,1
43684,1894283926.0,37001,9
43685,1902240194.0,23001,2
43686,1904569738.0,47043,7
43687,1899858906.0,35049,1
43688,1900229670.0,06037,36
43689,1898321686.0,12095,11
43690,1898328030.0,55025,2
43691,1899903328.0,41039,4
43692,1899862818.0,22003,4
43693,1900233582.0,04005,2
43694,1888383264.0,06037,42
43695,1900230064.0,02020,1
43696,1903888452.0,48309,17
43697,1902240830.0,01095,4
43698,1899862424.0,15003,1
43699,1902240334.0,34017,8
43700,1899868382.0,12095,10
43701,1897885472.0,12057,16
43702,1894279086.0,48183,1
43703,1899871118.0,34005,3
43704,1903853630.0,04019,7
43705,1895702332.0,47075,8
43706,1898316768.0,09015,2
43707,1899868436.0,51087,4
43708,1899902216.0,12095,11
43709,1904589292.0,37183,2
43710,1905773494.0,18089,1
43711,1898328392.0,12109,5
43712,1904537178.0,06075,11
43713,1900235172.0,48397,4
43714,1893806640.0,12073,2
43715,1904539602.0,48027,11
43716,1904570312.0,06037,31
43717,1895697302.0,24021,6
43718,1899868632.0,21111,3
43719,1905791088.0,36035,21
43720,1888363950.0,12086,26
43721,1899869630.0,55067,7
43722,1899884456.0,51087,4
43723,1902278720.0,12089,4
43724,1902286518.0,53041,3
43725,1894278288.0,36061,10
43726,1905778604.0,13067,6
43727,1900238334.0,13189,12
43728,1900239652.0,26065,7
43729,1900223434.0,21165,5
43730,1905791372.0,21167,6
43731,1900220058.0,31025,1
43732,1903853528.0,42033,15
43733,1900227154.0,47089,1
43734,1899883820.0,39093,5
43735,1899883256.0,36089,21
43736,1905795966.0,27123,4
43737,1904587660.0,27003,3
43738,1900223256.0,55055,5
43739,1903989462.0,42003,12
43740,1902108740.0,28089,3
43741,1904017048.0,27003,3
43742,1900231738.0,47045,8
43743,1904556890.0,42067,13
43744,1900224204.0,20169,1
43745,1902169578.0,18089,1
43746,1902168520.0,48439,33
43747,1902279390.0,24033,5
43748,1902278624.0,47187,5
43749,1902132452.0,06059,40
43750,1900232676.0,48139,6
43751,1902167266.0,12117,7
43752,1902218620.0,27123,4
43753,1904538586.0,27053,5
43754,1902105492.0,36023,22
43755,1894281996.0,49001,2
43756,1899869910.0,18013,9
43757,1904561312.0,11001,1
43758,1903889100.0,25017,5
43759,1895527038.0,39095,9
43760,1905814380.0,13067,11
43761,1902145662.0,39035,7
43762,1903958458.0,48245,14
43763,1902107712.0,42077,7
43764,1904560024.0,12057,15
43765,1902241680.0,29510,1
43766,1905882550.0,36059,4
43767,1905816624.0,48041,10
43768,1904568986.0,42029,6
43769,1905811316.0,27025,8
43770,1903854786.0,48231,3
43771,1905885866.0,48037,1
43772,1902126504.0,29189,1
43773,1903888434.0,20173,4
43774,1902145818.0,06059,49
43775,1904587172.0,17135,15
43776,1900224134.0,18035,5
43777,1902286096.0,06059,45
43778,1900233770.0,40027,4
43779,1903867730.0,47155,1
43780,1904588806.0,28011,2
43781,1904571194.0,12103,13
43782,1900233500.0,40117,3
43783,1905918700.0,48479,28
43784,1903902410.0,21085,2
43785,1903885136.0,06071,23
43786,1903960150.0,04019,6
43787,1902217698.0,29510,1
43788,1902133346.0,48201,36
43789,1905939724.0,34005,3
43790,1905954516.0,06065,25
43791,1902242970.0,06059,45
43792,1905954794.0,44009,2
43793,1902219646.0,34005,3
43794,1905954462.0,37183,2
43795,1905954732.0,13089,4
43796,1905954742.0,55059,1
43797,1905954798.0,12011,25
43798,1905940684.0,53053,10
43799,1905954744.0,13153,8
43800,1905954464.0,32003,1
43801,1902168172.0,53067,10
43802,1902224610.0,06037,36
43803,1904017196.0,12111,21
43804,1905848198.0,48201,8
43805,1905954718.0,06081,15
43806,1903946922.0,12061,8
43807,1905954642.0,13259,2
43808,1905954778.0,06037,32
43809,1905971646.0,37155,8
43810,1902207126.0,55085,7
43811,1902287216.0,04019,6
43812,1905917446.0,48113,33
43813,1905954554.0,24510,7
43814,1902198712.0,39035,11
43815,1902279066.0,09003,1
43816,1905972480.0,48113,30
43817,1905954578.0,55117,6
43818,1905954648.0,26081,3
43819,1904590976.0,48167,14
43820,1902127336.0,26147,9
43821,1905995036.0,12071,19
43822,1902126210.0,39099,6
43823,1905954560.0,13121,5
43824,1902106986.0,17031,2
43825,1905995108.0,42045,5
43826,1905990492.0,55079,1
43827,1905954694.0,34013,10
43828,1902222862.0,34017,8
43829,1903888218.0,48061,34
43830,1902148180.0,06037,29
43831,1900228816.0,12069,11
43832,1905995118.0,53053,10
43833,1904553524.0,47093,2
43834,1905995070.0,48029,21
43835,1906027100.0,17031,3
43836,1902192322.0,29011,4
43837,1905995182.0,13275,2
43838,1902222462.0,33019,2
43839,1902241354.0,48209,21
43840,1902125262.0,41007,1
43841,1905995232.0,34039,10
43842,1902205792.0,20103,2
43843,1906047628.0,06089,1
43844,1906047334.0,39035,11
43845,1906047670.0,39113,10
43846,1906047710.0,54037,2
43847,1906047560.0,04013,5
43848,1906060234.0,39061,1
43849,1902127338.0,40143,1
43850,1906047318.0,49035,2
43851,1906061962.0,40109,5
43852,1906047900.0,48479,28
43853,1906047602.0,06037,38
43854,1906047556.0,55079,4
43855,1906043372.0,47069,8
43856,1905995022.0,01015,3
43857,1906051438.0,04013,3
43858,1905956994.0,48439,25
43859,1906050686.0,40067,4
43860,1906062854.0,35013,2
43861,1906047534.0,06081,15
43862,1906062798.0,08073,4
43863,1906062138.0,39049,15
43864,1906062598.0,17031,7
43865,1904006550.0,17031,7
43866,1906062372.0,29510,1
43867,1902167346.0,04025,2
43868,1906062028.0,36093,20
43869,1906062880.0,12031,4
43870,1906076510.0,26163,6
43871,1906076150.0,45083,4
43872,1903853744.0,39017,8
43873,1903959324.0,17199,12
43874,1906076460.0,26081,3
43875,1902165530.0,31055,2
43876,1906062718.0,06001,12
43877,1906075508.0,06065,41
43878,1906095808.0,01123,3
43879,1906091520.0,51087,4
43880,1906076308.0,44003,2
43881,1906095692.0,27003,3
43882,1906081158.0,51710,3
43883,1906096312.0,39165,1
43884,1906095768.0,48029,20
43885,1906095722.0,48361,14
43886,1906096154.0,08031,1
43887,1904018038.0,04013,5
43888,1906062662.0,53065,5
43889,1906095598.0,55025,2
43890,1906095650.0,08059,7
43891,1902281040.0,37081,9
43892,1906062208.0,24005,2
43893,1906095532.0,17031,5
43894,1906095720.0,54107,2
43895,1906095976.0,37099,11
43896,1906095760.0,25027,2
43897,1906096062.0,48029,20
43898,1906095684.0,32003,3
43899,1906098732.0,24033,4
43900,1906095688.0,33009,2
43901,1906095786.0,31055,2
43902,1906096044.0,13015,11
43903,1906095694.0,39087,2
43904,1906096272.0,55027,6
43905,1903959838.0,15001,2
43906,1906116710.0,13089,4
43907,1906113730.0,09003,5
43908,1906110030.0,48479,28
43909,1906095812.0,39017,8
43910,1906116322.0,47157,9
43911,1906095630.0,26007,1
43912,1906110002.0,37047,7
43913,1903856184.0,17031,4
43914,1906115128.0,06001,12
43915,1906095776.0,12117,7
43916,1906097910.0,34007,1
43917,1906110156.0,24003,3
43918,1906096688.0,54043,1
43919,1906096286.0,55025,2
43920,1906113724.0,48201,18
43921,1906116696.0,48029,20
43922,1906095748.0,49035,4
43923,1906097690.0,22033,5
43924,1906095970.0,39009,12
43925,1906115590.0,26161,6
43926,1902125560.0,34027,11
43927,1906116586.0,55025,2
43928,1906110178.0,28105,3
43929,1906110122.0,36029,26
43930,1906117418.0,36061,13
43931,1906110006.0,24031,6
43932,1906097492.0,48439,6
43933,1906095980.0,25021,4
43934,1906117782.0,48373,8
43935,1906095724.0,48215,15
43936,1906095928.0,55099,7
43937,1906096452.0,17031,3
43938,1906125554.0,12103,13
43939,1906097094.0,06085,16
43940,1906116750.0,39165,1
43941,1906116914.0,48439,6
43942,1906113680.0,13051,1
43943,1906116560.0,42017,1
43944,1906097508.0,39049,15
43945,1906116592.0,17125,15
43946,1902134508.0,25017,5
43947,1906130972.0,19163,1
43948,1906098160.0,12033,1
43949,1906113670.0,06071,23
43950,1906116768.0,06019,21
43951,1906102408.0,48143,25
43952,1906130784.0,37135,4
43953,1906097070.0,06073,48
43954,1906130958.0,53053,10
43955,1906110010.0,17113,17
43956,1906099508.0,48113,33
43957,1906095974.0,31055,2
43958,1906130544.0,01003,1
43959,1906130896.0,47157,9
43960,1906124520.0,35013,2
43961,1906097960.0,17031,3
43962,1906130670.0,48201,9
43963,1906118328.0,55035,3
43964,1906095670.0,39173,5
43965,1906130554.0,42025,7
43966,1906107580.0,48457,36
43967,1905995334.0,06085,17
43968,1906119120.0,37127,1
43969,1906095966.0,08059,7
43970,1906116574.0,49011,1
43971,1906132188.0,26125,12
43972,1906130656.0,22011,4
43973,1903869132.0,35001,1
43974,1906119128.0,36045,24
43975,1906136102.0,17179,16
43976,1906097488.0,26107,2
43977,1906096004.0,26125,9
43978,1906132262.0,36029,26
43979,1906130766.0,42101,2
43980,1906118108.0,53065,5
43981,1906125606.0,54003,2
43982,1906131512.0,21037,4
43983,1906132332.0,24031,8
43984,1906130728.0,18071,9
43985,1906133146.0,48339,8
43986,1904568830.0,06037,29
43987,1906136348.0,17031,6
43988,1906136296.0,01055,3
43989,1906136122.0,37025,8
43990,1906134144.0,18145,6
43991,1906118028.0,32003,3
43992,1906118988.0,48029,20
43993,1906132676.0,39049,15
43994,1902203278.0,17197,14
43995,1906146866.0,27053,5
43996,1902280960.0,32031,2
43997,1906097288.0,06037,34
43998,1906096886.0,12001,3
43999,1906145616.0,47141,6
44000,1906097728.0,48189,19
44001,1906099472.0,53067,10
44002,1906152938.0,06019,21
44003,1900229036.0,31055,2
44004,1906151912.0,13233,14
44005,1906097046.0,39099,6
44006,1906136376.0,15009,2
44007,1904559990.0,22071,1
44008,1906136036.0,01105,7
44009,1906151906.0,21111,3
44010,1902135506.0,17019,13
44011,1906097306.0,45059,3
44012,1906152682.0,27007,8
44013,1906131756.0,17043,11
44014,1906151734.0,37171,5
44015,1906162170.0,48361,14
44016,1906145592.0,45071,3
44017,1906131356.0,21067,6
44018,1906151658.0,48253,19
44019,1906146868.0,48309,17
44020,1906116646.0,12071,19
44021,1904560174.0,39049,15
44022,1906119044.0,15003,1
44023,1903854604.0,37019,7
44024,1900238884.0,19111,1
44025,1906137030.0,26121,3
44026,1906145556.0,26163,6
44027,1906165926.0,27109,1
44028,1906168054.0,42091,4
44029,1906096906.0,42095,7
44030,1906099598.0,48113,30
44031,1906162798.0,06085,17
44032,1906151408.0,51770,6
44033,1906096890.0,12115,17
44034,1906147780.0,06065,35
44035,1906165810.0,06037,43
44036,1906152240.0,08123,8
44037,1906169152.0,35001,1
44038,1906166528.0,51153,7
44039,1906099306.0,09001,3
44040,1906166396.0,18089,1
44041,1906166558.0,55059,1
44042,1906098858.0,48039,14
44043,1906151710.0,48201,29
44044,1906132414.0,36061,12
44045,1906174868.0,26163,12
44046,1906182486.0,34029,4
44047,1906151024.0,06067,6
44048,1906095736.0,36081,6
44049,1906135998.0,42091,4
44050,1906146326.0,39007,14
44051,1906182376.0,36055,25
44052,1906150966.0,48355,27
44053,1906182608.0,25017,5
44054,1906179702.0,31145,3
44055,1906169238.0,13173,8
44056,1906182476.0,55059,1
44057,1906182936.0,21117,4
44058,1906098230.0,12127,6
44059,1906098550.0,21203,5
44060,1906100100.0,25023,9
44061,1906152930.0,48113,5
44062,1906183600.0,39165,1
44063,1906185270.0,36063,26
44064,1906185082.0,53061,1
44065,1906182234.0,26049,8
44066,1906100456.0,06055,4
44067,1906182194.0,12031,5
44068,1900235964.0,34039,7
44069,1906185072.0,47037,6
44070,1902198764.0,18069,3
44071,1906098558.0,51153,7
44072,1906061942.0,12105,18
44073,1906182254.0,08101,3
44074,1906128924.0,45051,7
44075,1906099030.0,01077,4
44076,1906153018.0,36061,12
44077,1906169042.0,12099,20
44078,1906168514.0,13095,2
44079,1906100136.0,36005,14
44080,1903854156.0,23005,1
44081,1906096640.0,37105,13
44082,1906099846.0,28049,2
44083,1902203158.0,48439,12
44084,1906168928.0,31055,2
44085,1906152534.0,48201,18
44086,1906178004.0,01089,5
44087,1906203922.0,27123,4
44088,1906185400.0,48439,30
44089,1906186446.0,08031,1
44090,1906099430.0,29153,8
44091,1906185262.0,06077,13
44092,1906207332.0,22115,4
44093,1906100196.0,25027,2
44094,1906186208.0,41029,2
44095,1906166216.0,39009,12
44096,1906100266.0,13151,10
44097,1906100132.0,19155,4
44098,1906096718.0,48491,31
44099,1906207298.0,55035,3
44100,1902126736.0,18039,2
44101,1906152548.0,42079,8
44102,1906207106.0,42063,14
44103,1906166286.0,48355,27
44104,1906191612.0,53013,5
44105,1906201644.0,13135,9
44106,1906203946.0,06065,39
44107,1906151130.0,04013,1
44108,1906169034.0,39049,15
44109,1906100146.0,53037,8
44110,1902125914.0,20177,2
44111,1906097216.0,05089,1
44112,1906204274.0,10003,1
44113,1906206724.0,48409,27
44114,1906130996.0,47149,4
44115,1906199642.0,51041,1
44116,1906210510.0,40109,5
44117,1906225474.0,48201,9
44118,1906188620.0,45073,3
44119,1906213214.0,29097,7
44120,1906099904.0,37183,2
44121,1906206804.0,51550,3
44122,1906099438.0,34023,6
44123,1906110154.0,09001,4
44124,1906099998.0,40037,1
44125,1906098884.0,39157,6
44126,1906096648.0,21045,1
44127,1906204244.0,36107,23
44128,1906213188.0,48135,11
44129,1906098678.0,39007,14
44130,1906099522.0,12127,7
44131,1906222888.0,55009,8
44132,1906188688.0,12031,4
44133,1906098820.0,37149,14
44134,1906233536.0,39063,5
44135,1906212844.0,06037,42
44136,1906169562.0,04013,4
44137,1906166502.0,26061,1
44138,1906230688.0,48127,23
44139,1906099922.0,48029,20
44140,1906098180.0,42091,4
44141,1906100458.0,45019,6
44142,1906206968.0,37135,4
44143,1906225306.0,26163,6
44144,1906232702.0,06037,31
44145,1906110572.0,04015,9
44146,1906212846.0,45007,3
44147,1906112930.0,36093,20
44148,1906232744.0,06073,49
44149,1906099002.0,06079,19
44150,1906098794.0,48113,32
44151,1906110982.0,40125,5
44152,1906213422.0,06037,34
44153,1906233662.0,06037,44
44154,1906131332.0,08005,6
44155,1906236454.0,48121,13
44156,1906230732.0,48439,25
44157,1906233722.0,17007,11
44158,1906113374.0,55133,5
44159,1906152774.0,39023,15
44160,1906230582.0,39035,7
44161,1906212704.0,04013,7
44162,1906233578.0,18147,8
44163,1906096978.0,12033,1
44164,1906116330.0,01089,5
44165,1906239580.0,42101,2
44166,1906131830.0,53027,6
44167,1906136612.0,13185,8
44168,1906236898.0,42003,12
44169,1906249596.0,40123,4
44170,1906097560.0,26049,8
44171,1906248110.0,49021,2
44172,1906247938.0,42101,2
44173,1906255374.0,32003,4
44174,1906249082.0,55113,7
44175,1906251282.0,48201,38
44176,1900236668.0,45083,4
44177,1906239086.0,42003,12
44178,1906249990.0,48303,19
44179,1903903092.0,17031,5
44180,1906255462.0,06047,13
44181,1906110426.0,26125,11
44182,1906255178.0,06065,39
44183,1906255556.0,25009,6
44184,1906251302.0,31119,1
44185,1906250084.0,48245,14
44186,1906255558.0,32031,2
44187,1906255576.0,55025,2
44188,1906251000.0,45087,5
44189,1906251390.0,53063,5
44190,1903867528.0,53061,1
44191,1904554188.0,41047,6
44192,1906255352.0,13031,12
44193,1906267894.0,37135,4
44194,1906267268.0,39017,8
44195,1906268068.0,37183,2
44196,1906272078.0,33009,2
44197,1906272738.0,17043,11
44198,1906272784.0,44007,1
44199,1906233342.0,04013,5
44200,1906099564.0,48479,28
44201,1906273198.0,06019,20
44202,1906271934.0,36093,20
44203,1906271738.0,26121,3
44204,1906111032.0,42015,9
44205,1906273238.0,40015,3
44206,1906112118.0,37031,3
44207,1906098832.0,37167,8
44208,1906273874.0,48061,34
44209,1906251054.0,17029,15
44210,1906251380.0,20173,4
44211,1900239574.0,12071,19
44212,1906111468.0,48373,8
44213,1903948642.0,40109,3
44214,1906245440.0,36027,18
44215,1906248078.0,29025,6
44216,1906285080.0,39173,9
44217,1906268394.0,01045,1
44218,1906267436.0,06013,8
44219,1906111528.0,44007,2
44220,1906111378.0,49035,4
44221,1906270608.0,12097,9
44222,1906111046.0,39035,11
44223,1906268284.0,04025,2
44224,1903868418.0,27049,1
44225,1906267946.0,12115,17
44226,1906272758.0,26161,6
44227,1906097684.0,06037,31
44228,1906098814.0,47157,8
44229,1906096728.0,01073,7
44230,1906273958.0,12103,13
44231,1906289528.0,39117,4
44232,1906272068.0,06019,21
44233,1906110994.0,36047,7
44234,1906098010.0,22019,3
44235,1900241542.0,06037,27
44236,1906289374.0,37135,4
44237,1906271662.0,48061,34
44238,1904006814.0,49049,4
44239,1906290360.0,26161,6
44240,1906096858.0,36081,6
44241,1906273524.0,48215,34
44242,1906289702.0,48201,9
44243,1906268100.0,17103,16
44244,1906273654.0,48251,6
44245,1906100158.0,06013,8
44246,1902219480.0,37063,4
44247,1906136328.0,06059,40
44248,1906096922.0,40143,1
44249,1906151798.0,13275,2
44250,1902240320.0,16001,1
44251,1906099006.0,11001,1
44252,1906305596.0,13225,2
44253,1906249822.0,48201,38
44254,1906097250.0,06037,34
44255,1906189684.0,48439,12
44256,1906111686.0,40109,4
44257,1900231328.0,36001,20
44258,1906309950.0,48121,26
44259,1906310084.0,28105,3
44260,1903869608.0,53061,1
44261,1906310272.0,29189,2
44262,1906271766.0,39173,5
44263,1902147388.0,37145,13
44264,1906310704.0,29077,7
44265,1906098642.0,13147,10
44266,1900239778.0,27123,4
44267,1902240910.0,42003,17
44268,1902146848.0,40143,1
44269,1906097996.0,27037,2
44270,1906099086.0,09007,3
44271,1906284822.0,48121,26
44272,1902168194.0,30111,2
44273,1906290094.0,08005,6
44274,1906100306.0,53033,9
44275,1906098976.0,01059,4
44276,1906096682.0,37119,12
44277,1906213026.0,21093,2
44278,1906233708.0,06037,28
44279,1906250110.0,36081,6
44280,1906113448.0,18081,6
44281,1906110836.0,53021,4
44282,1906351314.0,31055,2
44283,1906366926.0,26099,10
44284,1906366742.0,31001,3
44285,1906099192.0,53033,9
44286,1906097878.0,41051,3
44287,1906385840.0,32003,3
44288,1904568850.0,06073,50
44289,1900242246.0,04019,7
44290,1903853544.0,27053,5
44291,1906404272.0,48215,15
44292,1906409208.0,26125,11
44293,1906404092.0,06037,38
44294,1900236880.0,48121,26
44295,1906409148.0,21111,3
44296,1902196938.0,04013,4
44297,1906113352.0,17031,4
44298,1906409298.0,55139,6
44299,1900236372.0,17031,9
44300,1906099972.0,08001,8
44301,1902189236.0,06037,31
44302,1906441100.0,21227,2
44303,1906113258.0,04013,5
44304,1906367504.0,48439,24
44305,1903902166.0,51810,2
44306,1902198054.0,37081,5
44307,1902222766.0,08029,3
44308,1906329218.0,04013,3
44309,1906482028.0,13121,6
44310,1906482082.0,25013,1
44311,1906498744.0,32003,1
44312,1906482050.0,06001,14
44313,1906473924.0,26027,5
44314,1906329262.0,42011,6
44315,1906110494.0,13051,1
44316,1906110698.0,39061,8
44317,1906498056.0,32003,3
44318,1906481848.0,17031,9
44319,1906498072.0,04007,2
44320,1906498878.0,30013,2
44321,1906482276.0,48187,15
44322,1906503516.0,53033,8
44323,1906482254.0,48387,1
44324,1906498616.0,06101,1
44325,1906459490.0,32031,2
44326,1906515596.0,35045,3
44327,1906516196.0,40041,2
44328,1906516094.0,48463,23
44329,1906482268.0,04013,3
44330,1906504692.0,20173,4
44331,1906528928.0,37063,4
44332,1906515414.0,25021,8
44333,1906533798.0,42031,15
44334,1906533696.0,06071,23
44335,1906533592.0,12099,20
44336,1906533804.0,06073,52
44337,1906534430.0,32003,4
44338,1906533708.0,06037,34
44339,1906538600.0,39095,9
44340,1906097470.0,53005,4
44341,1906516628.0,29203,8
44342,1906551022.0,21151,6
44343,1906533942.0,36005,14
44344,1906540762.0,54023,2
44345,1906099694.0,27015,7
44346,1906521072.0,17031,5
44347,1906551088.0,33015,2
44348,1906550820.0,49049,4
44349,1906555602.0,04013,4
44350,1906568984.0,25009,6
44351,1906573038.0,48257,5
44352,1903856064.0,34019,7
44353,1906555776.0,41015,4
44354,1906538192.0,26075,5
44355,1906573136.0,12127,6
44356,1906573348.0,04013,3
44357,1906573320.0,36071,18
44358,1906099848.0,20015,4
44359,1906590650.0,42003,17
44360,1906590278.0,17031,7
44361,1906608018.0,42101,3
44362,1906097030.0,40027,4
44363,1906590880.0,36005,15
44364,1906482138.0,06071,23
44365,1906590908.0,24005,7
44366,1906498680.0,36047,10
44367,1906498798.0,48085,3
44368,1906573528.0,48041,10
44369,1906625378.0,06073,52
44370,1906630658.0,49051,3
44371,1906630198.0,17031,7
44372,1906632828.0,06095,8
44373,1906647708.0,09011,2
44374,1906643640.0,15001,2
44375,1906098498.0,20169,1
44376,1906660928.0,49011,1
44377,1906677674.0,39081,6
44378,1906681728.0,48113,32
44379,1906681588.0,06037,34
44380,1906096840.0,51683,10
44381,1906660804.0,15001,2
44382,1906677640.0,25021,7
44383,1906714808.0,48029,28
44384,1906722302.0,32003,1
44385,1902222698.0,08005,6
44386,1906722546.0,36089,21
44387,1906723218.0,51197,9
44388,1906702024.0,32007,2
44389,1906590550.0,24019,1
44390,1906767090.0,28033,1
44391,1906743184.0,39061,8
44392,1906097606.0,01101,2
44393,1904554668.0,39061,1
44394,1906747780.0,21021,1
44395,1906795238.0,42055,13
44396,1902241210.0,25017,6
44397,1906819108.0,48439,12
44398,1906819130.0,36067,22
44399,1906097226.0,53063,5
44400,1902192016.0,04013,1
